Source,Destination,Distance (km)
ENY,XIY,254.0737654230767
FCO,AMS,1296.8207683725338
FCO,PVG,9170.234296264984
FOC,KMG,1680.6125255029176
FOC,NKG,650.3868473105671
FOC,PVG,615.72852089219
FOC,SHA,607.5466729335097
FOC,XIY,1410.8998118914028
FRA,AMS,366.573248389252
FRA,PVG,8857.72681450316
FUG,SHA,560.1316464899887
FUK,PVG,855.9234479282961
FUK,TAO,965.2629807194656
FUO,NAY,1882.9961598745729
GMP,SHA,866.1026419552281
GOQ,XIY,1282.7815740567241
GOQ,XNN,648.9570678224327
HAK,KHN,1135.143911393131
HAK,KMG,963.1084699647229
HAK,PVG,1685.6443094491221
HAN,NNG,288.6292985346675
HAN,PVG,1936.8557811655992
HDG,PVG,906.5151917193007
HDG,SHA,870.2160962922776
HET,CIF,609.0992892690871
HET,HLD,1120.2907991319955
HET,HLH,1012.2719542442585
HET,NAY,404.7265414216642
HET,NKG,1192.2508127533342
HET,SHA,1370.7310491178184
HET,SJW,377.2568334616197
HET,TGO,905.2914761563951
HET,TYN,352.0637838249115
HET,WUA,441.8504446924213
HET,XIL,481.2454623798418
HET,XIY,761.6113175025654
HFE,CAN,1012.2551836126762
HFE,CKG,1043.2876262448394
HFE,CTU,1276.3104564004
HFE,HKG,1104.93824393062
HFE,KMG,1587.0104776429453
HFE,KWL,1017.0465334072264
HFE,PEK,925.149008806817
HFE,PVG,433.26757069366596
HFE,TAO,573.6661276560088
HFE,TPE,838.5380666074299
HFE,TXN,245.29969231721586
HFE,XIY,849.0333913220467
HFE,XMN,808.699982550547
HGH,CAN,1038.3567130001136
HGH,CGO,781.2901044299466
HGH,CJJ,973.9309151679704
HGH,CTU,1580.222375387982
HGH,HKG,1094.053463846969
HGH,HKT,3368.1340003031546
HGH,KMG,1813.3715774887132
HGH,LYG,504.5392679035585
HGH,LYI,568.0198552896543
HGH,LZO,1462.0212103580095
HGH,PEK,1149.5401368323649
HGH,SJW,1038.4231560434775
HGH,SWA,838.4208560414037
HGH,TAO,671.2626571877586
HGH,TYN,1102.122500701777
HGH,WUH,599.5606317710115
HGH,XIY,1192.5089231818224
HGH,XMN,671.8880977110466
HIA,CAN,1287.9177923109512
HIA,HKG,1374.6953778912796
HIA,PEK,734.773992111818
HIA,SHA,355.12009545307126
HIJ,PVG,1100.7830959825185
HKG,HFE,1104.93824393062
HKG,HGH,1094.053463846969
HKG,HIA,1374.6953778912796
HKG,KHN,755.6491610897025
HKG,KMG,1160.3799311643795
HKG,LJG,1464.9981788619232
HKG,LYG,1446.5904871572943
HKG,NGB,1124.9368402242446
HKG,NKG,1157.2963356799316
HKG,PVG,1255.6677026139748
HKG,SHA,1231.9986086240585
HKG,TNA,1648.5597365847618
HKG,TYN,1721.0383003872632
HKG,WNZ,935.5708550657756
HKG,WUX,1207.799719992833
HKG,XIY,1440.4899732354208
HKG,YNT,1824.145133814169
HKG,YNZ,1381.2429173758203
HKT,HGH,3368.1340003031546
HKT,KMG,1951.3677700627895
HKT,PVG,3533.574089070293
HLD,HET,1120.2907991319955
HLD,NAY,1082.281250602661
HLH,HET,1012.2719542442585
HLH,NAY,846.4879866692601
HMI,PVG,2798.437592629236
HMI,URC,514.4088909578414
HND,PEK,2092.2002244742403
HND,SHA,1776.7054647900393
HNL,PVG,7913.63218749748
HRB,CIF,697.8905351683084
HRB,DSN,1501.7666004609691
HRB,JGD,551.2183217932079
HRB,JNG,1419.4319346091438
HRB,NAY,1033.667027718829
HRB,PEK,999.1342603569897
HRB,PVG,1655.3544465792963
HRB,TAO,1150.7897771469975
HRB,TGO,394.46195747491913
HRB,XIY,1932.4884995411965
HRB,YNT,999.8782546601545
HSN,NAY,1222.4992738974531
HSN,PVG,144.65140901676997
HTN,URC,997.8822900667127
HYN,CAN,994.9505002987488
HZH,KWE,235.11566907903713
ICN,CSX,1607.3457841796999
ICN,KMG,2612.8384769414415
ICN,KWL,2064.178417726353
ICN,NKG,941.6795847021253
ICN,PVG,822.4251773395415
ICN,TAO,556.7906002477667
ICN,WUH,1348.194423721601
ICN,XIY,1625.4612399233129
ICN,YNT,448.4486329472772
IQN,LHW,366.30118405311674
IQN,NAY,889.3589232681463
JFK,PVG,11873.664606966322
JGD,HRB,551.2183217932079
JGN,JIC,374.903723495889
JGN,LHW,592.187077937729
JGN,XIY,1100.2562386940326
JGS,SHA,802.5996674728409
JGS,SZX,478.20062336504725
JGS,XIY,1019.331131083512
JHG,DIG,656.2612114845389
JHG,DLU,411.1507038984606
JHG,KMG,412.1403468651478
JHG,LJG,525.8772995884337
JHG,TCZ,403.02646419301493
JIC,JGN,374.903723495889
JIC,NAY,1217.0027171267964
JIQ,KMG,761.7663390323881
JIQ,PEK,1370.4412238910318
JIU,SHA,564.5061861473374
JMU,TAO,1442.502093691369
JNG,HRB,1419.4319346091438
JNG,KMG,1713.5003974949404
JNG,PEK,532.7383283382329
JNG,SHA,649.8906079755583
JNZ,PVG,1109.2749838711238
JUH,NAY,1012.3229333090588
JUZ,NAY,1224.51709178013
JXA,PEK,1324.6093964692272
JXA,TAO,1353.048784299931
JZH,CTU,254.1863545829926
JZH,PVG,1717.389282390238
JZH,XIY,501.5431474992021
KGT,CTU,217.33973070619444
KHG,NGQ,903.6992708711203
KHG,URC,1065.9695594776233
KHG,XIY,2944.7548290199993
KHH,KHN,828.9915543765778
KHH,NKG,1029.628178374714
KHH,WUH,1097.2405626756117
KHN,CAN,661.5411288640187
KHN,CTU,1169.2861750457566
KHN,HAK,1135.143911393131
KHN,HKG,755.6491610897025
KHN,KHH,828.9915543765778
KHN,KMG,1350.745952016512
KHN,KOW,352.7027629718222
KHN,KWE,932.0959449892058
KHN,NAY,1214.8246945658332
KHN,NGB,549.5442245749061
KHN,NKG,427.9731471016296
KHN,NNG,1040.2014652896642
KHN,PEK,1248.6300520267973
KHN,PVG,622.3734706464306
KHN,SHA,583.9653305447241
KHN,SZX,723.1390303903246
KHN,TPE,675.605756798177
KHN,WUH,268.6247721962743
KHN,XIY,917.6431084501705
KIJ,PVG,1753.6909924206025
KIX,NKG,1553.3438825760202
KIX,PVG,1307.112791942178
KIX,TAO,1362.688133911869
KIX,YNT,1290.9288507449135
KMG,BHY,760.9447954905075
KMG,BKK,1290.3080997120169
KMG,BSD,378.7951166507805
KMG,CAN,1068.0981305287535
KMG,CCU,1496.6624939930302
KMG,CEI,652.4418972310785
KMG,CGO,1482.9691651171734
KMG,CKG,630.6937859608279
KMG,CMB,3156.1513780067
KMG,CNX,814.4679756506736
KMG,CSX,1078.3681946684724
KMG,CTU,617.1225240511029
KMG,DAC,1275.4640126577565
KMG,DAD,1146.5256607402505
KMG,DIG,440.8617591029589
KMG,DLC,2326.6595759412858
KMG,DLU,269.2016452149606
KMG,DSN,1726.006525875674
KMG,DXB,4760.198438235115
KMG,FOC,1680.6125255029176
KMG,HAK,963.1084699647229
KMG,HFE,1587.0104776429453
KMG,HGH,1813.3715774887132
KMG,HKG,1160.3799311643795
KMG,HKT,1951.3677700627895
KMG,ICN,2612.8384769414415
KMG,JHG,412.1403468651478
KMG,JIQ,761.7663390323881
KMG,JNG,1713.5003974949404
KMG,KHN,1350.745952016512
KMG,KTM,1771.9842629326106
KMG,KWL,715.6039331426991
KMG,LHW,1270.7984002525413
KMG,LJG,320.65967622263463
KMG,LLF,880.256111752002
KMG,LNJ,330.82876383171543
KMG,LUM,450.8178912051768
KMG,LXA,1275.9196010543687
KMG,LYA,1405.4917827981476
KMG,LZO,483.18592895972785
KMG,MDL,803.6033793899286
KMG,MFM,1134.3742407157376
KMG,MIG,725.4303518653741
KMG,NAO,708.1785601169365
KMG,NGB,1899.9369957659085
KMG,NKG,1721.6746832886968
KMG,NNG,600.878050609259
KMG,NYT,921.495343427551
KMG,PEK,2094.6436276485624
KMG,PVG,1965.964666621051
KMG,REP,1303.2979762989585
KMG,RGN,1151.8111745601416
KMG,SHA,1924.6351654294233
KMG,SJW,1836.885900352259
KMG,SYM,325.5397573353276
KMG,SYX,1009.6054869476167
KMG,SZX,1139.4861454234965
KMG,TAO,2073.6809361749742
KMG,TCZ,448.062546551291
KMG,TPE,1841.8327652576168
KMG,TSN,2062.0155721873703
KMG,TYN,1678.108590979289
KMG,VTE,791.9054671457957
KMG,WNZ,1808.853291091867
KMG,WUH,1274.3435987457135
KMG,XIC,329.47999156934634
KMG,XIY,1180.7543194114035
KMG,XMN,1534.3372232268882
KMG,YBP,441.3332226351993
KMG,ZAT,260.6198529823884
KMQ,PVG,1468.562027766687
KOJ,PVG,848.3072334049216
KOW,KHN,352.7027629718222
KOW,SHA,873.4359038828941
KRL,URC,269.0554265675198
KTM,KMG,1771.9842629326106
KUL,PVG,3796.6981316735328
KWE,CSX,659.8282918730737
KWE,HZH,235.11566907903713
KWE,KHN,932.0959449892058
KWE,PVG,1546.9016494300138
KWE,SHA,1505.6844657727904
KWE,XIY,898.9822837522016
KWL,CZX,1207.3003353785411
KWL,HFE,1017.0465334072264
KWL,ICN,2064.178417726353
KWL,KMG,715.6039331426991
KWL,PVG,1326.9496591421134
KWL,SHA,1290.18228907037
KWL,XIY,1033.6678050188182
LAX,PVG,10415.2735848543
LDS,DLC,1147.7601333315736
LHR,AMS,370.44882883109966
LHR,PVG,9241.423198066714
LHW,CAN,1729.3516616815778
LHW,CTU,660.824767001687
LHW,IQN,366.30118405311674
LHW,JGN,592.187077937729
LHW,KMG,1270.7984002525413
LHW,NKG,1497.861455347908
LHW,PEK,1197.4621551546154
LHW,PVG,1779.3463773642995
LHW,SHA,1736.2517529797453
LHW,SJW,997.353454394985
LHW,TNA,1211.9203431955648
LHW,URC,1594.3441714830503
LHW,WUH,1167.889753134645
LHW,XIY,518.370000019096
LJG,CAN,1364.1367081829678
LJG,HKG,1464.9981788619232
LJG,JHG,525.8772995884337
LJG,KMG,320.65967622263463
LJG,PEK,2119.62248857123
LJG,SHA,2109.217420076326
LJG,TCZ,261.8383847197239
LJG,XIY,1186.081773158797
LLF,KMG,880.256111752002
LLF,SZX,467.743177687445
LNJ,KMG,330.82876383171543
LUM,CAN,1504.7573001444723
LUM,KMG,450.8178912051768
LXA,CTU,1263.3528240639637
LXA,DIG,872.1252486341949
LXA,KMG,1275.9196010543687
LXA,XIY,1776.3068843562012
LYA,DLC,939.3054611669279
LYA,KMG,1405.4917827981476
LYA,PEK,699.6837292363095
LYA,SHA,922.5489102712006
LYG,DLC,543.1509033742652
LYG,HGH,504.5392679035585
LYG,HKG,1446.5904871572943
LYG,NAY,619.8109239773313
LYG,PEK,645.0046380619026
LYG,SHA,439.9613528874204
LYG,WUH,606.551095983326
LYI,HGH,568.0198552896543
LYI,NAY,556.157940337264
LYI,PEK,582.4187022908716
LYI,PVG,536.7771417467056
LYI,SHA,507.1280715074994
LZH,CSX,584.6842668875706
LZH,PVG,1443.809848491933
LZH,SHA,1408.1458156951683
LZH,SYX,656.5651321964796
LZH,WUH,871.7763838006704
LZO,HGH,1462.0212103580095
LZO,KMG,483.18592895972785
LZO,PEK,1613.146149808221
LZO,PVG,1599.3248895261013
MAD,AMS,1460.653906107941
MDG,TAO,1202.348904471124
MDL,KMG,803.6033793899286
MEL,AKL,2637.3610393781364
MEL,PVG,8017.369471881036
MEL,SIN,6033.041011603449
MEL,WLG,2589.4635269436235
MFM,KMG,1134.3742407157376
MFM,PVG,1289.8670185912788
MFM,SHA,1265.7009149683738
MIG,KMG,725.4303518653741
MIG,PVG,1620.2010218184298
MLE,CMB,777.6775306897036
MNL,PVG,1851.4353236666832
MWX,PVG,604.042986643749
MYJ,PVG,1063.9654293963993
NAO,KMG,708.1785601169365
NAO,PVG,1490.6610546958882
NAY,ACX,1950.839869582029
NAY,AVA,1791.8961038873479
NAY,BAV,549.7232340477909
NAY,BFJ,1717.6348128772288
NAY,CAN,1845.5255521248002
NAY,CIF,345.01537976688047
NAY,CIH,485.9156645873888
NAY,CKG,1428.0860849669168
NAY,CSX,1321.5619905776423
NAY,CTU,1522.306120305668
NAY,CZX,926.0045100285674
NAY,DAT,249.719897588577
NAY,DSN,559.7103930075542
NAY,ENY,691.7166146247387
NAY,FUO,1882.9961598745729
NAY,HET,404.7265414216642
NAY,HLD,1082.281250602661
NAY,HLH,846.4879866692601
NAY,HRB,1033.667027718829
NAY,HSN,1222.4992738974531
NAY,IQN,889.3589232681463
NAY,JIC,1217.0027171267964
NAY,JUH,1012.3229333090588
NAY,JUZ,1224.51709178013
NAY,KHN,1214.8246945658332
NAY,LYG,619.8109239773313
NAY,LYI,556.157940337264
NAY,NDG,1026.6766340683062
NAY,NGB,1199.5186670573326
NAY,NNY,828.1175816327428
NAY,NZH,1090.439018205322
NAY,SHA,1054.0136529778172
NAY,SZX,1921.7125988535174
NAY,UYN,607.5620733892289
NAY,WNZ,1382.3025200590644
NAY,WUA,818.9057340458643
NAY,XFN,925.0076354511699
NAY,XIL,460.8845672970202
NAY,XMN,1702.2722450243186
NAY,ZHA,2142.60090351117
NBS,TSN,924.9678063492722
NDG,NAY,1026.6766340683062
NDG,TAO,1254.751558318631
NGB,BKK,2783.5361866355083
NGB,CAN,1081.224387658924
NGB,CGO,886.5510722768815
NGB,CJU,627.9688601640185
NGB,CKG,1429.4463772619022
NGB,CSX,821.7118013588646
NGB,CTU,1683.5816312962295
NGB,HKG,1124.9368402242446
NGB,KHN,549.5442245749061
NGB,KMG,1899.9369957659085
NGB,NAY,1199.5186670573326
NGB,PEK,1223.1540121096282
NGB,SZX,1104.3544654052234
NGB,TAO,723.1571733449769
NGB,TPE,528.5474489577122
NGB,WUH,704.3360694351155
NGB,XIY,1301.0704528789738
NGB,XMN,673.5386748873843
NGO,PVG,1456.8687598778026
NGO,TAO,1492.6740120203494
NGO,TSN,1788.190655330018
NGQ,KHG,903.6992708711203
NGS,PVG,789.2056774087204
NKG,BAV,1261.4500091470518
NKG,CAN,1077.8013737050562
NKG,CGO,560.2269887569734
NKG,CIF,1166.7754669754663
NKG,CKG,1188.7662294149957
NKG,CSX,671.7217002328874
NKG,CTU,1423.9540149608888
NKG,DLC,839.0072304227986
NKG,DYG,858.6327054413978
NKG,FOC,650.3868473105671
NKG,HET,1192.2508127533342
NKG,HKG,1157.2963356799316
NKG,ICN,941.6795847021253
NKG,KHH,1029.628178374714
NKG,KHN,427.9731471016296
NKG,KIX,1553.3438825760202
NKG,KMG,1721.6746832886968
NKG,LHW,1497.861455347908
NKG,NNG,1464.5085137434237
NKG,NRT,2035.0885239353647
NKG,PEK,949.4601452876788
NKG,PUS,1009.2036488366423
NKG,PVG,287.0084646871585
NKG,SJW,819.8211470757715
NKG,SYD,8050.044392975356
NKG,SYX,1769.8785741228135
NKG,SZX,1128.3173701937383
NKG,TAO,521.9847873455406
NKG,TGO,1345.8824794920372
NKG,TPE,776.3975918837233
NKG,TYN,877.1834213427496
NKG,XIY,988.1357534999469
NKG,XMN,803.6022374820944
NKG,YCU,817.4625740159797
NKG,ZYI,1234.6363696557225
NNG,HAN,288.6292985346675
NNG,KHN,1040.2014652896642
NNG,KMG,600.878050609259
NNG,NKG,1464.5085137434237
NNG,PNH,1279.6645510485841
NNG,PVG,1649.650108283753
NNG,RGN,1409.461535401185
NNG,SHA,1615.2358319368254
NNG,SIN,2406.52198633466
NNG,SYX,495.8516657289165
NNG,VTE,778.3265687499835
NNG,WUH,1088.4979407839191
NNG,XIY,1317.6255227048503
NNY,NAY,828.1175816327428
NRT,CAN,2944.4278124972384
NRT,DLC,1699.92055278586
NRT,NKG,2035.0885239353647
NRT,PEK,2135.208018529381
NRT,PVG,1795.524779509462
NYT,KMG,921.495343427551
NZH,NAY,1090.439018205322
OKA,PVG,791.8073335291152
OKJ,PVG,1193.02909172161
PEK,CDG,8188.745706047514
PEK,CGQ,867.8172248120509
PEK,CJU,1144.0531787421423
PEK,CZX,951.6064726126209
PEK,DLC,442.54572704468507
PEK,DTW,10646.651879072357
PEK,HFE,925.149008806817
PEK,HGH,1149.5401368323649
PEK,HIA,734.773992111818
PEK,HND,2092.2002244742403
PEK,HRB,999.1342603569897
PEK,JIQ,1370.4412238910318
PEK,JNG,532.7383283382329
PEK,JXA,1324.6093964692272
PEK,KHN,1248.6300520267973
PEK,KMG,2094.6436276485624
PEK,LHW,1197.4621551546154
PEK,LJG,2119.62248857123
PEK,LYA,699.6837292363095
PEK,LYG,645.0046380619026
PEK,LYI,582.4187022908716
PEK,LZO,1613.146149808221
PEK,NGB,1223.1540121096282
PEK,NKG,949.4601452876788
PEK,NRT,2135.208018529381
PEK,PVG,1099.5209790282115
PEK,SEA,8679.141327770607
PEK,SHA,1076.4858331694188
PEK,SHE,605.2782618524984
PEK,SPN,3958.778253257748
PEK,TAO,537.9896148702007
PEK,TGO,604.6948144872647
PEK,TYN,429.4808464288646
PEK,WNZ,1408.5352860501146
PEK,WUH,1055.7747677693294
PEK,WUX,1015.409741426245
PEK,XIY,933.540731823583
PEK,XNN,1327.1698215411623
PEK,YNT,510.8238121385679
PER,SIN,3910.768634128117
PNH,NNG,1279.6645510485841
PUS,NKG,1009.2036488366423
PUS,PVG,801.0567898262299
PUS,TAO,782.2171858327148
PVG,ACX,1781.5685060901246
PVG,AMS,8910.452347531333
PVG,AOG,1111.6862398328783
PVG,BHY,1639.2624498791097
PVG,BKK,2897.100798646418
PVG,CAN,1203.0866878533213
PVG,CDG,9266.4398326366
PVG,CGK,4445.965056271466
PVG,CGO,833.0752866385624
PVG,CGQ,1469.0376678868324
PVG,CJU,513.0909875652718
PVG,CKG,1461.2107347843464
PVG,CNX,2673.970755757762
PVG,CSX,891.812163748939
PVG,CTS,2180.530034648949
PVG,CTU,1703.886492923019
PVG,DAT,1243.4202406723737
PVG,DAX,1367.2345384108928
PVG,DEL,4291.475549252588
PVG,DLC,870.1354947402107
PVG,DPS,4491.779172237132
PVG,DTW,11461.847447959126
PVG,DYG,1115.526014431378
PVG,FCO,9170.234296264984
PVG,FOC,615.72852089219
PVG,FRA,8857.72681450316
PVG,FUK,855.9234479282961
PVG,HAK,1685.6443094491221
PVG,HAN,1936.8557811655992
PVG,HDG,906.5151917193007
PVG,HFE,433.26757069366596
PVG,HIJ,1100.7830959825185
PVG,HKG,1255.6677026139748
PVG,HKT,3533.574089070293
PVG,HMI,2798.437592629236
PVG,HNL,7913.63218749748
PVG,HRB,1655.3544465792963
PVG,HSN,144.65140901676997
PVG,ICN,822.4251773395415
PVG,JFK,11873.664606966322
PVG,JNZ,1109.2749838711238
PVG,JZH,1717.389282390238
PVG,KHN,622.3734706464306
PVG,KIJ,1753.6909924206025
PVG,KIX,1307.112791942178
PVG,KMG,1965.964666621051
PVG,KMQ,1468.562027766687
PVG,KOJ,848.3072334049216
PVG,KUL,3796.6981316735328
PVG,KWE,1546.9016494300138
PVG,KWL,1326.9496591421134
PVG,LAX,10415.2735848543
PVG,LHR,9241.423198066714
PVG,LHW,1779.3463773642995
PVG,LYI,536.7771417467056
PVG,LZH,1443.809848491933
PVG,LZO,1599.3248895261013
PVG,MEL,8017.369471881036
PVG,MFM,1289.8670185912788
PVG,MIG,1620.2010218184298
PVG,MNL,1851.4353236666832
PVG,MWX,604.042986643749
PVG,MYJ,1063.9654293963993
PVG,NAO,1490.6610546958882
PVG,NGO,1456.8687598778026
PVG,NGS,789.2056774087204
PVG,NKG,287.0084646871585
PVG,NNG,1649.650108283753
PVG,NRT,1795.524779509462
PVG,OKA,791.8073335291152
PVG,OKJ,1193.02909172161
PVG,PEK,1099.5209790282115
PVG,PNH,2790.493326370364
PVG,PUS,801.0567898262299
PVG,REP,2696.2539434233163
PVG,SEA,9187.825772139062
PVG,SFO,9877.417018593223
PVG,SGN,2746.4703730556116
PVG,SHE,1176.7002567180652
PVG,SHP,998.9486784761727
PVG,SIN,3805.8845379156514
PVG,SJW,1024.9198692379207
PVG,SVO,6850.935250291804
PVG,SYD,7865.40059510735
PVG,SYX,1895.6775109662346
PVG,SZX,1233.0518668222153
PVG,TAE,825.8148319166324
PVG,TAO,584.7736857343846
PVG,TNA,763.047211790904
PVG,TOY,1543.7370161035167
PVG,TPE,676.8001661591188
PVG,TSN,975.3412962729218
PVG,TYN,1115.769249067002
PVG,URC,3312.2698939082966
PVG,WNZ,370.92966242850736
PVG,WUH,725.326425160299
PVG,WXN,1274.6808344421777
PVG,XIY,1273.0826047789851
PVG,XMN,817.8742603432172
PVG,XNN,1916.7629200015888
PVG,YBP,1681.0633537325964
PVG,YCU,1095.359403537128
PVG,YNJ,1469.7710783846655
PVG,YNT,697.0248658174299
PVG,YVR,9016.081396504245
PVG,ZHA,1586.5841287389997
PVG,ZUH,1316.060217679483
REP,KMG,1303.2979762989585
REP,PVG,2696.2539434233163
RGN,KMG,1151.8111745601416
RGN,NNG,1409.461535401185
SEA,PEK,8679.141327770607
SEA,PVG,9187.825772139062
SFO,PVG,9877.417018593223
SGN,PVG,2746.4703730556116
SHA,AQG,414.6417964042431
SHA,BAV,1456.1050477519404
SHA,CAN,1175.5994647125106
SHA,CGO,791.210230685772
SHA,CKG,1416.910259568801
SHA,CSX,852.0427193968771
SHA,CTU,1659.0559626963175
SHA,FOC,607.5466729335097
SHA,FUG,560.1316464899887
SHA,GMP,866.1026419552281
SHA,HDG,870.2160962922776
SHA,HET,1370.7310491178184
SHA,HIA,355.12009545307126
SHA,HKG,1231.9986086240585
SHA,HND,1776.7054647900393
SHA,JGS,802.5996674728409
SHA,JIU,564.5061861473374
SHA,JNG,649.8906079755583
SHA,KHN,583.9653305447241
SHA,KMG,1924.6351654294233
SHA,KOW,873.4359038828941
SHA,KWE,1505.6844657727904
SHA,KWL,1290.18228907037
SHA,LHW,1736.2517529797453
SHA,LJG,2109.217420076326
SHA,LYA,922.5489102712006
SHA,LYG,439.9613528874204
SHA,LYI,507.1280715074994
SHA,LZH,1408.1458156951683
SHA,MFM,1265.7009149683738
SHA,NAY,1054.0136529778172
SHA,NNG,1615.2358319368254
SHA,PEK,1076.4858331694188
SHA,SHE,1176.7569329512046
SHA,SJW,993.4776874070236
SHA,SWA,974.6236102047
SHA,SYX,1869.4426317002994
SHA,SZX,1208.435773822847
SHA,TAO,570.5258284395957
SHA,TNA,734.7503665913757
SHA,TSA,681.7866070628402
SHA,TSN,952.8186611032575
SHA,TXN,337.11646839660494
SHA,TYN,1079.5537392130595
SHA,URC,3272.302788191817
SHA,WNZ,368.33877513092807
SHA,WUH,680.8929999661437
SHA,WUS,505.2944137603633
SHA,XIY,1229.135483535837
SHA,XMN,804.1439647011954
SHA,XUZ,475.91826379266587
SHA,YIH,942.9941273611965
SHA,YNT,689.8388052335691
SHA,YNZ,269.63887604655554
SHA,ZUH,1291.6481702292976
SHE,PEK,605.2782618524984
SHE,PVG,1176.7002567180652
SHE,SHA,1176.7569329512046
SHE,TAO,655.096819531398
SHE,XIY,1514.6229573363107
SHP,PVG,998.9486784761727
SHP,SJW,472.95435739638106
SIN,BNE,6142.693870648045
SIN,MEL,6033.041011603449
SIN,NNG,2406.52198633466
SIN,PER,3910.768634128117
SIN,PVG,3805.8845379156514
SIN,SYD,6293.4426079209525
SIN,WUH,3445.2194943727213
SIN,WUX,3770.401709487678
SJW,BAV,476.57853332507244
SJW,HET,377.2568334616197
SJW,HGH,1038.4231560434775
SJW,KMG,1836.885900352259
SJW,LHW,997.353454394985
SJW,NKG,819.8211470757715
SJW,PVG,1024.9198692379207
SJW,SHA,993.4776874070236
SJW,SHP,472.95435739638106
SJW,TAO,549.8759564399471
SJW,TPE,1591.8877449440774
SJW,XIY,681.6998865901094
SJW,ZQZ,274.0357775154111
SPN,PEK,3958.778253257748
SVO,PVG,6850.935250291804
SWA,HGH,838.4208560414037
SWA,SHA,974.6236102047
SYD,AKL,2159.581136055986
SYD,CHC,2125.9644792199547
SYD,NKG,8050.044392975356
SYD,PVG,7865.40059510735
SYD,SIN,6293.4426079209525
SYD,WLG,2227.6900783295873
SYM,KMG,325.5397573353276
SYX,KMG,1009.6054869476167
SYX,LZH,656.5651321964796
SYX,NKG,1769.8785741228135
SYX,NNG,495.8516657289165
SYX,PVG,1895.6775109662346
SYX,SHA,1869.4426317002994
SYX,WUH,1469.6301039681914
SZX,CZX,1187.990774419212
SZX,JGS,478.20062336504725
SZX,KHN,723.1390303903246
SZX,KMG,1139.4861454234965
SZX,LLF,467.743177687445
SZX,NAY,1921.7125988535174
SZX,NGB,1104.3544654052234
SZX,NKG,1128.3173701937383
SZX,PVG,1233.0518668222153
SZX,SHA,1208.435773822847
SZX,TYN,1683.6865945903198
SZX,WUH,906.4827238512352
SZX,WUX,1182.0751306276948
SZX,XIY,1402.2873993640076
TAE,PVG,825.8148319166324
TAO,CAN,1584.5776582097155
TAO,CTU,1647.705364687689
TAO,DDG,539.969148894104
TAO,DLC,317.22667192486597
TAO,DQA,1230.4810254426873
TAO,FUK,965.2629807194656
TAO,HFE,573.6661276560088
TAO,HGH,671.2626571877586
TAO,HRB,1150.7897771469975
TAO,ICN,556.7906002477667
TAO,JMU,1442.502093691369
TAO,JXA,1353.048784299931
TAO,KIX,1362.688133911869
TAO,KMG,2073.6809361749742
TAO,MDG,1202.348904471124
TAO,NDG,1254.751558318631
TAO,NGB,723.1571733449769
TAO,NGO,1492.6740120203494
TAO,NKG,521.9847873455406
TAO,PEK,537.9896148702007
TAO,PUS,782.2171858327148
TAO,PVG,584.7736857343846
TAO,SHA,570.5258284395957
TAO,SHE,655.096819531398
TAO,SJW,549.8759564399471
TAO,TPE,1246.785379952389
TAO,TYN,707.017818270202
TAO,WNZ,929.9979998960484
TAO,WUH,835.246131153318
TAO,WUX,530.6132924916326
TAO,XIY,1072.4901186417776
TAO,YNJ,1069.5802042908258
TCZ,JHG,403.02646419301493
TCZ,KMG,448.062546551291
TCZ,LJG,261.8383847197239
TGO,HET,905.2914761563951
TGO,HRB,394.46195747491913
TGO,NKG,1345.8824794920372
TGO,PEK,604.6948144872647
TNA,CAN,1543.4537056220515
TNA,CKG,1261.8565441177855
TNA,CTU,1409.9498649266502
TNA,HKG,1648.5597365847618
TNA,LHW,1211.9203431955648
TNA,PVG,763.047211790904
TNA,SHA,734.7503665913757
TNA,XIY,809.992000239969
TOY,PVG,1543.7370161035167
TPE,HFE,838.5380666074299
TPE,KHN,675.605756798177
TPE,KMG,1841.8327652576168
TPE,NGB,528.5474489577122
TPE,NKG,776.3975918837233
TPE,PVG,676.8001661591188
TPE,SJW,1591.8877449440774
TPE,TAO,1246.785379952389
TPE,TYN,1626.4367877167574
TPE,WUH,937.0325251392574
TPE,WUX,717.8260663730082
TPE,XIY,1590.2868688215121
TPE,XUZ,1059.8851519567952
TPE,YNZ,933.6139558399445
TSA,SHA,681.7866070628402
TSN,CIF,370.0949949326876
TSN,KMG,2062.0155721873703
TSN,NBS,924.9678063492722
TSN,NGO,1788.190655330018
TSN,PVG,975.3412962729218
TSN,SHA,952.8186611032575
TSN,WUH,970.3382002962896
TXN,CKG,1121.0004679470912
TXN,CTU,1378.0299811332122
TXN,HFE,245.29969231721586
TXN,SHA,337.11646839660494
TYN,CAN,1597.425757759468
TYN,CIH,172.49061504808378
TYN,CKG,1049.7424549412692
TYN,CTU,1127.3578424166913
TYN,HET,352.0637838249115
TYN,HGH,1102.122500701777
TYN,HKG,1721.0383003872632
TYN,KMG,1678.108590979289
TYN,NKG,877.1834213427496
TYN,PEK,429.4808464288646
TYN,PVG,1115.769249067002
TYN,SHA,1079.5537392130595
TYN,SZX,1683.6865945903198
TYN,TAO,707.017818270202
TYN,TPE,1626.4367877167574
TYN,WUH,787.7180141257348
TYN,XIY,505.77246344875
TYN,YCU,325.4975545147751
URC,CGO,2485.613713390218
URC,HMI,514.4088909578414
URC,HTN,997.8822900667127
URC,KHG,1065.9695594776233
URC,KRL,269.0554265675198
