Source,Destination,Distance (km)
TPA,LAX,3466.4268918912385
TPA,LGA,1628.289485689723
TPA,MSP,2104.7672062076745
TPA,RDU,946.8823099532178
TPE,LAX,10922.42608677057
TPE,NRT,2181.01985661477
TPE,SFO,10391.188548216825
TRI,ATL,365.2841720450785
TUL,ATL,1082.262590196794
TUL,DTW,1268.30062456145
TUL,MSP,991.3523836358758
TUL,SLC,1487.7139085995207
TUS,ATL,2474.957103954283
TUS,MSP,2087.2747595560413
TUS,SLC,968.743222302741
TVC,DTW,333.76803239127133
TVC,MSP,602.6278122568306
TWF,SLC,280.9888931353428
TYS,ATL,245.00368765637873
TYS,DTW,713.9449481144011
TYS,LGA,1040.660371874527
TYS,MSP,1274.4918729261171
UIO,ATL,3807.778230614059
UVF,ATL,3241.6098320244873
VCE,JFK,6668.2410811297605
VEL,SLC,211.8655806010794
VLD,ATL,335.3424559363312
VPS,ATL,402.48933606823016
VSA,MEX,677.8194502375129
XNA,ATL,946.5495678285238
XNA,CVG,901.9294104910833
XNA,DTW,1149.3708760482014
XNA,MSP,960.6410638339661
YEG,LAX,2187.0714958293056
YEG,MSP,1744.223963133365
YHZ,LGA,959.4426510282518
YOW,DTW,706.9022202298962
YQR,MSP,1054.2967448736317
YUL,AMS,5503.135180655996
YUL,ATL,1600.2995493459127
YUL,CDG,5523.4813014630845
YUL,DTW,851.0721962146234
YUL,JFK,537.1692526100541
YUL,LGA,521.9918016561187
YUL,MSP,1524.665655616574
YVR,AMS,7707.2581896713455
YVR,HNL,4353.582794133578
YVR,LAS,1597.1779272019605
YVR,MSP,2304.5846211217818
YVR,ORD,2831.38735396101
YVR,SEA,204.52238044254867
YVR,SLC,1281.9190112579356
YVR,SNA,1780.3964813807095
YWG,MSP,635.4254681873085
YXE,MSP,1277.9106235057425
YYC,AMS,7167.625097723181
YYC,DFW,2451.19675168062
YYC,JFK,3277.1300508835143
YYC,LAS,1674.1124683243643
YYC,LAX,1942.0443487528596
YYC,MSP,1688.0101736395297
YYC,ORD,2224.2675928381545
YYC,SLC,1158.8225494094654
YYZ,AMS,5989.661249753971
YYZ,ATL,1191.0770519839975
YYZ,CDG,6019.848937498426
YYZ,CVG,664.2462461278504
YYZ,DTW,343.97365255127704
YYZ,FCO,7085.631074114218
YYZ,FLL,1958.110427005867
YYZ,JFK,588.5961316237577
YYZ,LAS,3120.3096511247577
YYZ,LGA,573.1547668547214
YYZ,MCO,1702.0758057616956
YYZ,MSP,1088.9382964057884
ZRH,ATL,7531.510636158462
ABJ,COO,708.6475804913288
ABJ,DKR,1819.656167263548
BKO,COO,1324.811791597737
BKO,DKR,1059.572896549398
BKO,OUA,699.2746613949099
BRU,DKR,4477.441988513224
CKY,DKR,712.138674326319
COO,ABJ,708.6475804913288
COO,BKO,1324.811791597737
COO,DKR,2361.7919496674567
COO,DLA,853.2709406411789
COO,LBV,1018.9177433769997
CSK,DKR,272.7458075429533
DKR,ABJ,1819.656167263548
DKR,BKO,1059.572896549398
DKR,BRU,4477.441988513224
DKR,CKY,712.138674326319
DKR,COO,2361.7919496674567
DKR,NKC,428.80001904424637
DKR,OXB,373.56297453325493
DKR,RAI,645.6016431122003
DKR,ZIG,275.7327699223273
DLA,COO,853.2709406411789
LBV,COO,1018.9177433769997
NIM,OUA,419.75653188291676
NKC,DKR,428.80001904424637
OUA,BKO,699.2746613949099
OUA,NIM,419.75653188291676
OXB,DKR,373.56297453325493
RAI,DKR,645.6016431122003
ZIG,CSK,53.660883972236114
ZIG,DKR,275.7327699223273
BZV,LAD,558.7868670576846
CAB,LAD,380.45103182642265
CAB,SZA,63.811576420532965
CBT,LAD,403.5859380280602
CBT,VPE,559.7752325635702
CPT,LAD,2845.243183315514
DXB,LAD,5931.485337936488
GIG,LAD,6200.3461054565405
GRU,LAD,6534.187464976318
HAV,LAD,10963.855595691151
HRE,LUN,403.4300993732307
JNB,LAD,2490.257025836655
LAD,BZV,558.7868670576846
LAD,CAB,380.45103182642265
LAD,CBT,403.5859380280602
LAD,CPT,2845.243183315514
LAD,DXB,5931.485337936488
LAD,GIG,6200.3461054565405
LAD,GRU,6534.187464976318
LAD,HAV,10963.855595691151
LAD,HRE,2177.175695702603
LAD,JNB,2490.257025836655
LAD,LIS,5780.682250490412
LAD,LUO,797.7612141991511
LAD,MEG,346.241374902671
LAD,MSZ,721.6498480316155
LAD,NOV,518.8799967084203
LAD,OPO,6005.259466375995
LAD,PEK,11774.23566402667
LAD,SDD,675.5804844107971
LAD,SPP,808.9224796496551
LAD,SVP,566.0133986667236
LAD,SZA,316.6509224552728
LAD,TMS,1255.4990618523636
LAD,VHC,795.5756303923903
LAD,VPE,948.0837714455627
LAD,WDH,1580.8157556405654
LIS,LAD,5780.682250490412
LUN,LAD,1803.5728111885928
LUO,LAD,797.7612141991511
MEG,LAD,346.241374902671
MEG,VHC,452.00824852460636
MSZ,LAD,721.6498480316155
NOV,LAD,518.8799967084203
NOV,SPP,295.02942757398733
NOV,VPE,470.93821896173773
OPO,LAD,6005.259466375995
PEK,LAD,11774.23566402667
RAI,TMS,3691.801343319144
SDD,LAD,675.5804844107971
SDD,VPE,326.0595180567501
SDD,WDH,934.7747781900703
SPP,LAD,808.9224796496551
SPP,NOV,295.02942757398733
SPP,VPE,343.22806913328844
SVP,LAD,566.0133986667236
SVP,VPE,533.4106514205895
SZA,CAB,63.811576420532965
SZA,LAD,316.6509224552728
TMS,LAD,1255.4990618523636
TMS,RAI,3691.801343319144
VHC,LAD,795.5756303923903
VHC,MEG,452.00824852460636
VPE,CBT,559.7752325635702
VPE,LAD,948.0837714455627
VPE,NOV,470.93821896173773
VPE,SDD,326.0595180567501
VPE,SPP,343.22806913328844
VPE,SVP,533.4106514205895
WDH,LAD,1580.8157556405654
WDH,SDD,934.7747781900703
AKX,ALA,1686.0239855799896
AKX,DME,1412.055866258586
AKX,SCO,847.158904123641
AKX,TSE,1007.8487110957008
ALA,AKX,1686.0239855799896
ALA,CIT,625.8300649653083
ALA,DMB,468.95052394881577
ALA,DZN,870.9837193591766
ALA,KGF,757.445533082112
ALA,KOV,1236.8147038635916
ALA,KSN,1477.5068206169883
ALA,PLX,815.089188776457
ALA,PPK,1391.1074057712722
ALA,SCO,2081.4374675324734
ALA,TSE,950.5424188989373
ALA,UKK,851.2027708389211
ASF,SCO,362.3201239326344
BON,CUR,75.41962012396885
CIT,ALA,625.8300649653083
CIT,DME,2691.1800467316602
CIT,SCO,1498.641655481143
CIT,TSE,974.4935297580563
CUR,BON,75.41962012396885
DMB,ALA,468.95052394881577
DMB,TSE,908.3910824259285
DME,AKX,1412.055866258586
DME,CIT,2691.1800467316602
DME,SCO,1591.449197328261
DZN,ALA,870.9837193591766
EVN,SCO,689.9633899255625
GUW,SCO,367.119988829667
GUW,TSE,1490.1803711626899
GYD,SCO,386.9432151744479
KGF,ALA,757.445533082112
KGF,KZO,803.5378071817968
KGF,UKK,657.5291716915874
KOV,ALA,1236.8147038635916
KRR,SCO,954.4203624540602
KSN,ALA,1477.5068206169883
KZO,KGF,803.5378071817968
KZO,SCO,1156.5869698682864
MCX,SCO,301.36965391978896
MRV,SCO,641.2722623372638
PLX,ALA,815.089188776457
PLX,TSE,621.769374929685
PLX,UKK,164.62119667106825
PPK,ALA,1391.1074057712722
PPK,TSE,444.41073987841764
SCO,AKX,847.158904123641
SCO,ALA,2081.4374675324734
SCO,ASF,362.3201239326344
SCO,CIT,1498.641655481143
SCO,DME,1591.449197328261
SCO,EVN,689.9633899255625
SCO,GUW,367.119988829667
SCO,GYD,386.9432151744479
SCO,KRR,954.4203624540602
SCO,KZO,1156.5869698682864
SCO,MCX,301.36965391978896
SCO,MRV,641.2722623372638
SCO,TBS,556.902514966272
SCO,TSE,1718.9679506742955
SCO,URA,811.3921555233427
TBS,SCO,556.902514966272
TSE,AKX,1007.8487110957008
TSE,ALA,950.5424188989373
TSE,CIT,974.4935297580563
TSE,DMB,908.3910824259285
TSE,GUW,1490.1803711626899
TSE,PLX,621.769374929685
TSE,PPK,444.41073987841764
TSE,SCO,1718.9679506742955
TSE,UKK,786.3650288951519
UKK,ALA,851.2027708389211
UKK,KGF,657.5291716915874
UKK,PLX,164.62119667106825
UKK,TSE,786.3650288951519
URA,SCO,811.3921555233427
AAL,BLL,156.3835421013175
AAL,SVG,317.6797633305877
BLL,AAL,156.3835421013175
BLL,EBJ,44.48625755139238
BLL,SVG,407.51143606603983
CPH,RNN,146.6150202723655
EBJ,BLL,44.48625755139238
MOL,SRP,343.99004530181713
OSL,SRP,319.84061107621795
RNN,CPH,146.6150202723655
SRP,MOL,343.99004530181713
SRP,OSL,319.84061107621795
SRP,SVG,103.14910068791576
SVG,AAL,317.6797633305877
SVG,BLL,407.51143606603983
SVG,SRP,103.14910068791576
AAL,AGP,2506.8428820866898
AAL,ALC,2226.110348240269
AAL,CPH,238.28006275907077
AAL,LGW,928.2817506671904
AAL,PMI,2017.463671256032
ACE,LGW,2710.1932023368595
AES,ALC,2737.617794506249
AES,LGW,1324.4128814793075
AES,OSL,377.7390007648946
AGP,AAL,2506.8428820866898
AGP,ARN,3015.832323853629
AGP,BGO,2715.509846087046
AGP,CGN,1829.0832996012657
AGP,CPH,2471.544260982719
AGP,GOT,2639.616338686772
AGP,HAM,2191.7065924337294
AGP,HEL,3352.6381525296606
AGP,LGW,1645.2059954530685
AGP,MUC,1854.9441906374423
AGP,OSL,2832.1246069064737
AGP,RYG,2753.3160702048017
AGP,SVG,2575.6415541222686
AGP,TRD,3155.7212430973536
AGP,TRF,2719.869358525825
AGP,WAW,2631.9565073108456
AJA,ARN,2068.3252858213355
AJA,OSL,2029.266291293979
ALC,AAL,2226.110348240269
ALC,AES,2737.617794506249
ALC,ARN,2711.2928690676126
ALC,BGO,2480.8935960182753
ALC,BLL,2071.4646126236735
ALC,CGN,1524.4058930700774
ALC,CPH,2164.5402065900894
ALC,EVE,3519.312116177642
ALC,GOT,2348.238179142944
ALC,HAM,1886.6713070270282
ALC,HEL,3029.94405960688
ALC,KSD,2551.3266559530693
ALC,LGW,1430.9134254564956
ALC,MOL,2771.100025156353
ALC,MUC,1496.7518357124106
ALC,OSL,2561.870030627832
ALC,OUL,3407.6034665095167
ALC,RYG,2480.4110911690314
ALC,SVG,2332.553231108401
ALC,TKU,2939.786290948341
ALC,TOS,3677.9197985183
ALC,TRD,2902.7569382973024
ALC,TRF,2448.8660859133647
ALC,UME,3155.4898369994066
ALF,OSL,1233.5387526730335
ALF,TOS,173.76153542778076
AMS,ARN,1152.1686990894025
AMS,CPH,633.3847297968674
AMS,OSL,950.6942179581322
ARN,AGP,3015.832323853629
ARN,AJA,2068.3252858213355
ARN,ALC,2711.2928690676126
ARN,AMS,1152.1686990894025
ARN,ATH,2452.2879484956334
ARN,BCN,2314.9222963021334
ARN,BEG,1657.153801975634
ARN,BGO,709.1714231612694
ARN,BKK,8296.207561755698
ARN,BUD,1361.8606819736785
ARN,CHQ,2719.666743946793
ARN,CPH,546.754186642233
ARN,CTA,2475.2389433282992
ARN,DBV,1900.527054764338
ARN,EDI,1320.2510389039094
ARN,FAO,3119.741729556016
ARN,FCO,2023.0862904657965
ARN,FLL,7962.1324322748615
ARN,GOT,393.8622700777358
ARN,HEL,398.5689325727953
ARN,JFK,6291.977849543655
ARN,KRK,1071.1699019330413
ARN,KRN,916.0562215447162
ARN,LAX,8863.035332086962
ARN,LCA,2981.656184223469
ARN,LGW,1475.345993019994
ARN,LLA,689.1885852698518
ARN,LPA,4334.931529602884
ARN,MAN,1415.2784117066517
ARN,MMX,531.4185044649005
ARN,MUC,1317.3109636286927
ARN,NCE,1919.9557097521943
ARN,OAK,8586.475099027823
ARN,OLB,2165.000659700164
ARN,ORY,1572.838027348849
ARN,OSL,386.52904544252596
ARN,PMI,2474.7625097584723
ARN,PMO,2412.4127086022877
ARN,PRG,1087.101637537803
ARN,PSA,1847.0520343509827
ARN,RIX,465.71881525851745
ARN,SJJ,1760.1366654914223
ARN,SPU,1795.0441289941732
ARN,SXF,853.0536239126081
ARN,TLV,3320.525595268636
ARN,UME,476.80369275815684
ARN,VAA,429.73128894110357
ARN,VCE,1615.9880291714194
ARN,VNO,712.4757349778347
ATH,ARN,2452.2879484956334
ATH,CPH,2139.4547799622087
ATH,HEL,2489.6641079402557
ATH,OSL,2628.9433144879013
AYT,BGO,3167.406934979647
AYT,OSL,2937.9115293433056
AYT,TRD,3243.4512555931337
AYT,TRF,2884.5420562508007
BCN,ARN,2314.9222963021334
BCN,BGO,2123.2031099216924
BCN,CPH,1768.5731800967703
BCN,GOT,1958.3116794184054
BCN,HAM,1492.5636307154116
BCN,HEL,2628.054889331401
BCN,LGW,1109.053917010952
BCN,OSL,2181.7326860314506
BCN,SXF,1504.8782666356728
BCN,TRF,2068.90073148016
BCN,WAW,1869.688542355825
BDU,OSL,1054.0089671916774
BEG,ARN,1657.153801975634
BEG,OSL,1809.3834295760093
BGO,AGP,2715.509846087046
BGO,ALC,2480.8935960182753
BGO,ARN,709.1714231612694
BGO,AYT,3167.406934979647
BGO,BCN,2123.2031099216924
BGO,CHQ,3068.440492403057
BGO,CPH,679.5040440494124
BGO,DBV,2160.2111125582815
BGO,EDI,697.3805317782526
BGO,FCO,2111.270828350622
BGO,JFK,5603.805845519005
BGO,KEF,1489.455509011793
BGO,KRK,1458.1025378710356
BGO,LGW,1070.9621685556597
BGO,LPA,3919.1958944398634
BGO,NCE,1854.5707369088227
BGO,ORY,1299.2137862378856
BGO,OSL,322.6785704297908
BGO,PMI,2312.7976999509942
BGO,PRG,1267.7069784769467
BGO,SVG,159.2901982821541
BGO,SXF,1016.2264494425931
BGO,TRD,461.4519149182632
BGO,TRF,307.9790211375299
BIO,OSL,2093.2209525613307
BKK,ARN,8296.207561755698
BKK,OSL,8674.967377527204
BLL,ALC,2071.4646126236735
BLL,OSL,499.7858981056178
BOJ,CPH,1801.841708182763
BOJ,HEL,1980.9881684036468
BOJ,OSL,2247.8134527601273
BOO,OSL,811.1691989874388
BTS,OSL,1386.6978828173544
BUD,ARN,1361.8606819736785
BUD,CPH,1017.6473050683444
BUD,HEL,1479.623988488901
BUD,LGW,1465.125341891076
BUD,OSL,1508.1135726031878
CGN,AGP,1829.0832996012657
CGN,ALC,1524.4058930700774
CGN,LPA,3174.630453792128
CGN,OSL,1057.6801577237654
CGN,TFS,3223.8573977667797
CHQ,ARN,2719.666743946793
CHQ,BGO,3068.440492403057
CHQ,CPH,2398.6094976087875
CHQ,HEL,2756.639184424925
CHQ,OSL,2891.5005104137435
CPH,AAL,238.28006275907077
CPH,AGP,2471.544260982719
CPH,ALC,2164.5402065900894
CPH,AMS,633.3847297968674
CPH,ARN,546.754186642233
CPH,ATH,2139.4547799622087
CPH,BCN,1768.5731800967703
CPH,BGO,679.5040440494124
CPH,BOJ,1801.841708182763
CPH,BUD,1017.6473050683444
CPH,CHQ,2398.6094976087875
CPH,CTA,2026.404879203785
CPH,DUB,1241.54710480367
CPH,EDI,1000.6396784018775
CPH,FAO,2584.224211110449
CPH,FCO,1536.7471291247518
CPH,FLL,7811.778490776178
CPH,HEL,892.1335351361232
CPH,JFK,6188.677954099153
CPH,KRK,779.3528796174393
CPH,KRP,232.41351376952048
CPH,LAX,9028.530600298918
CPH,LGW,984.188107867837
CPH,LIS,2471.804263365398
CPH,LPA,3804.5420362795558
CPH,MAD,2060.2507658309146
CPH,MLA,2201.610432482589
CPH,NCE,1385.2742465517654
CPH,ORY,1036.6002459225215
CPH,OSL,509.6080381674036
CPH,PMI,1930.6097640726387
CPH,PRG,622.8081991272935
CPH,PSA,1336.7802018719142
CPH,RAK,3120.3056651589477
CPH,RIX,712.6722141649702
CPH,SPU,1368.0658859878567
CPH,SXF,364.45731998171743
CPH,TLV,3143.4992202795506
CPH,TRD,877.1254253415485
CPH,VCE,1124.672270742495
CPH,ZAG,1123.7167777484776
CTA,ARN,2475.2389433282992
CTA,CPH,2026.404879203785
CTA,LGW,1938.2315847683637
DBV,ARN,1900.527054764338
DBV,BGO,2160.2111125582815
DBV,HEL,2025.6724553583008
DBV,LGW,1690.0700159035073
DBV,OSL,2013.0361244904254
DBV,TRD,2371.3356616522847
DBV,TRF,1928.9153909718193
DUB,CPH,1241.54710480367
DUB,HEL,2023.2870024138438
DUB,OSL,1285.5933552197737
EDI,ARN,1320.2510389039094
EDI,BGO,697.3805317782526
EDI,CPH,1000.6396784018775
EDI,OSL,964.5772608374397
EVE,ALC,3519.312116177642
EVE,OSL,968.5066135446566
EVE,TRD,616.7448142629478
FAO,ARN,3119.741729556016
FAO,CPH,2584.224211110449
FAO,LGW,1687.5718920883075
FAO,OSL,2901.5991637998604
FCO,ARN,2023.0862904657965
FCO,BGO,2111.270828350622
FCO,CPH,1536.7471291247518
FCO,GOT,1763.834343516446
FCO,HEL,2233.730090173618
FCO,LGW,1405.6189200861265
FCO,OSL,2038.7905667489374
FLL,ARN,7962.1324322748615
FLL,CPH,7811.778490776178
FLL,OSL,7581.242827695513
FUE,LGW,2770.3628287850415
GDN,OSL,778.0085596058062
GOT,AGP,2639.616338686772
GOT,ALC,2348.238179142944
GOT,ARN,393.8622700777358
GOT,BCN,1958.3116794184054
GOT,FCO,1763.834343516446
GOT,LGW,1081.484956718532
GOT,NCE,1596.498545056186
GVA,OSL,1577.3513849352537
HAM,AGP,2191.7065924337294
HAM,ALC,1886.6713070270282
HAM,BCN,1492.5636307154116
HAM,LPA,3528.12455546645
HAM,OSL,724.5758073105765
HAM,TFS,3574.371210992149
HAU,OSL,338.4529963770589
HEL,AGP,3352.6381525296606
HEL,ALC,3029.94405960688
HEL,ARN,398.5689325727953
HEL,ATH,2489.6641079402557
HEL,BCN,2628.054889331401
HEL,BOJ,1980.9881684036468
HEL,BUD,1479.623988488901
HEL,CHQ,2756.639184424925
HEL,CPH,892.1335351361232
HEL,DBV,2025.6724553583008
HEL,DUB,2023.2870024138438
HEL,FCO,2233.730090173618
HEL,LGW,1858.2367218886184
HEL,NCE,2199.809356854449
HEL,ORY,1928.2591488383523
HEL,OSL,767.2870140316835
HEL,OUL,513.3185480480646
HEL,PMI,2774.357008328165
HEL,PRG,1319.8278303485
HEL,RVN,696.0201362392967
HEL,SPU,1954.0647013018104
IBZ,LGW,1370.3776285458835
JFK,ARN,6291.977849543655
JFK,BGO,5603.805845519005
JFK,CPH,6188.677954099153
JFK,OSL,5917.349724083889
JTR,LGW,2610.5473813791714
KBP,OSL,1651.233140818652
KEF,BGO,1489.455509011793
KEF,OSL,1782.8023765415578
KKN,OSL,1377.0269397529673
KRK,ARN,1071.1699019330413
KRK,BGO,1458.1025378710356
KRK,CPH,779.3528796174393
KRK,OSL,1244.9458330318325
KRK,SVG,1333.623642401582
KRK,TRD,1579.2664684445435
KRN,ARN,916.0562215447162
KRP,CPH,232.41351376952048
KRS,OSL,271.9494051632051
KSD,ALC,2551.3266559530693
LAX,ARN,8863.035332086962
LAX,CPH,9028.530600298918
LCA,ARN,2981.656184223469
LCA,LGW,3247.4598630522473
LCA,OSL,3243.6386470902867
LED,OSL,1066.246886084162
LGW,AAL,928.2817506671904
LGW,ACE,2710.1932023368595
LGW,AES,1324.4128814793075
LGW,AGP,1645.2059954530685
LGW,ALC,1430.9134254564956
LGW,ARN,1475.345993019994
LGW,BCN,1109.053917010952
LGW,BGO,1070.9621685556597
LGW,BUD,1465.125341891076
LGW,CPH,984.188107867837
LGW,CTA,1938.2315847683637
LGW,DBV,1690.0700159035073
LGW,FAO,1687.5718920883075
LGW,FCO,1405.6189200861265
LGW,FUE,2770.3628287850415
LGW,GOT,1081.484956718532
LGW,HEL,1858.2367218886184
LGW,IBZ,1370.3776285458835
LGW,JTR,2610.5473813791714
LGW,LCA,3247.4598630522473
LGW,LPA,2878.686556600725
LGW,NCE,1001.0090553363052
LGW,OSL,1218.4460177525345
LGW,PMI,1309.3378474217136
LGW,SPU,1497.7320835877474
LGW,SVG,935.4373383581756
LGW,TFS,2912.4264068574744
LGW,TOS,2289.400627604486
LGW,TRD,1517.9021368948765
LGW,TRF,1110.5657420061511
LIS,CPH,2471.804263365398
LIS,OSL,2760.5429336470784
LLA,ARN,689.1885852698518
LPA,ARN,4334.931529602884
LPA,BGO,3919.1958944398634
LPA,CGN,3174.630453792128
LPA,CPH,3804.5420362795558
LPA,HAM,3528.12455546645
LPA,LGW,2878.686556600725
LPA,MUC,3254.338891434254
LPA,OSL,4096.901338502188
LPA,SXF,3616.9123054720876
LPA,TRF,3989.23655437132
LYR,OSL,2021.5783603818925
MAD,CPH,2060.2507658309146
MAN,ARN,1415.2784117066517
MAN,OSL,1103.8484480572863
MAN,SVG,784.9184344743446
MJV,OSL,2622.089552924121
MLA,CPH,2201.610432482589
MLA,OSL,2709.15234268115
MMX,ARN,531.4185044649005
MOL,ALC,2771.100025156353
MOL,OSL,354.3802145524735
MUC,AGP,1854.9441906374423
MUC,ALC,1496.7518357124106
MUC,ARN,1317.3109636286927
MUC,LPA,3254.338891434254
MUC,OSL,1309.3054706388518
MUC,TFS,3317.679968773948
MXP,OSL,1618.526467615235
NCE,ARN,1919.9557097521943
NCE,BGO,1854.5707369088227
NCE,CPH,1385.2742465517654
NCE,GOT,1596.498545056186
NCE,HEL,2199.809356854449
NCE,LGW,1001.0090553363052
NCE,OSL,1848.6078192897278
NCE,TRD,2214.287714483289
NCE,TRF,1739.0576807974614
OAK,ARN,8586.475099027823
OLB,ARN,2165.000659700164
ORY,ARN,1572.838027348849
ORY,BGO,1299.2137862378856
ORY,CPH,1036.6002459225215
ORY,HEL,1928.2591488383523
ORY,OSL,1383.233798008073
OSL,AES,377.7390007648946
OSL,AGP,2832.1246069064737
OSL,AJA,2029.266291293979
OSL,ALC,2561.870030627832
OSL,ALF,1233.5387526730335
OSL,AMS,950.6942179581322
OSL,ARN,386.52904544252596
OSL,ATH,2628.9433144879013
OSL,AYT,2937.9115293433056
OSL,BCN,2181.7326860314506
OSL,BDU,1054.0089671916774
OSL,BEG,1809.3834295760093
OSL,BGO,322.6785704297908
OSL,BIO,2093.2209525613307
OSL,BKK,8674.967377527204
OSL,BLL,499.7858981056178
OSL,BOJ,2247.8134527601273
OSL,BOO,811.1691989874388
OSL,BTS,1386.6978828173544
OSL,BUD,1508.1135726031878
OSL,CGN,1057.6801577237654
OSL,CHQ,2891.5005104137435
OSL,CPH,509.6080381674036
OSL,DBV,2013.0361244904254
OSL,DUB,1285.5933552197737
OSL,EDI,964.5772608374397
OSL,EVE,968.5066135446566
OSL,FAO,2901.5991637998604
OSL,FCO,2038.7905667489374
OSL,FLL,7581.242827695513
OSL,GDN,778.0085596058062
OSL,GVA,1577.3513849352537
OSL,HAM,724.5758073105765
OSL,HAU,338.4529963770589
OSL,HEL,767.2870140316835
OSL,JFK,5917.349724083889
OSL,KBP,1651.233140818652
OSL,KEF,1782.8023765415578
OSL,KKN,1377.0269397529673
OSL,KRK,1244.9458330318325
OSL,KRS,271.9494051632051
OSL,LCA,3243.6386470902867
OSL,LED,1066.246886084162
OSL,LGW,1218.4460177525345
OSL,LIS,2760.5429336470784
OSL,LPA,4096.901338502188
OSL,LYR,2021.5783603818925
OSL,MAN,1103.8484480572863
OSL,MJV,2622.089552924121
OSL,MLA,2709.15234268115
OSL,MOL,354.3802145524735
OSL,MUC,1309.3054706388518
OSL,MXP,1618.526467615235
OSL,NCE,1848.6078192897278
OSL,ORY,1383.233798008073
OSL,PLQ,748.3810786463712
OSL,PMI,2359.2730919787186
OSL,PRG,1132.403820322744
OSL,PSA,1828.2562397395282
OSL,PUY,1703.9396839037518
OSL,RAK,3469.1416730102615
OSL,RIX,828.3614548843608
OSL,SPU,1877.3413895946542
OSL,SVG,335.2086238573083
OSL,SXF,874.0461177284817
OSL,SZZ,763.2831979878237
OSL,TFS,4129.116023993031
OSL,TLL,774.2363179332069
OSL,TOS,1124.0209693191846
OSL,TRD,371.09453326991917
OSL,VCE,1627.4651187852867
OSL,VIE,1381.9510739903717
OSL,VNO,1045.55075089555
OSL,WAW,1074.527502846202
OUL,ALC,3407.6034665095167
OUL,HEL,513.3185480480646
PLQ,OSL,748.3810786463712
PMI,AAL,2017.463671256032
PMI,ARN,2474.7625097584723
PMI,BGO,2312.7976999509942
PMI,CPH,1930.6097640726387
PMI,HEL,2774.357008328165
PMI,LGW,1309.3378474217136
PMI,OSL,2359.2730919787186
PMI,TRF,2246.828545002592
PMO,ARN,2412.4127086022877
PRG,ARN,1087.101637537803
PRG,BGO,1267.7069784769467
PRG,CPH,622.8081991272935
PRG,HEL,1319.8278303485
PRG,OSL,1132.403820322744
PSA,ARN,1847.0520343509827
PSA,CPH,1336.7802018719142
PSA,OSL,1828.2562397395282
PUY,OSL,1703.9396839037518
RAK,CPH,3120.3056651589477
RAK,OSL,3469.1416730102615
RIX,ARN,465.71881525851745
RIX,CPH,712.6722141649702
RIX,OSL,828.3614548843608
RIX,TRD,1020.1140773318598
RVN,HEL,696.0201362392967
RYG,AGP,2753.3160702048017
RYG,ALC,2480.4110911690314
SJJ,ARN,1760.1366654914223
SPU,ARN,1795.0441289941732
SPU,CPH,1368.0658859878567
SPU,HEL,1954.0647013018104
SPU,LGW,1497.7320835877474
SPU,OSL,1877.3413895946542
SVG,AGP,2575.6415541222686
SVG,ALC,2332.553231108401
SVG,BGO,159.2901982821541
SVG,KRK,1333.623642401582
SVG,LGW,935.4373383581756
SVG,MAN,784.9184344743446
SVG,OSL,335.2086238573083
SVG,SXF,874.4421237201768
SVG,WAW,1215.0606682028426
SXF,ARN,853.0536239126081
SXF,BCN,1504.8782666356728
SXF,BGO,1016.2264494425931
SXF,CPH,364.45731998171743
SXF,LPA,3616.9123054720876
SXF,OSL,874.0461177284817
SXF,SVG,874.4421237201768
SXF,TFS,3671.1659965598074
SXF,TRD,1241.0607751410464
SZZ,OSL,763.2831979878237
TFS,CGN,3223.8573977667797
TFS,HAM,3574.371210992149
TFS,LGW,2912.4264068574744
TFS,MUC,3317.679968773948
TFS,OSL,4129.116023993031
TFS,SXF,3671.1659965598074
TKU,ALC,2939.786290948341
TLL,OSL,774.2363179332069
TLV,ARN,3320.525595268636
TLV,CPH,3143.4992202795506
TOS,ALC,3677.9197985183
TOS,ALF,173.76153542778076
TOS,LGW,2289.400627604486
TOS,OSL,1124.0209693191846
TOS,TRD,775.8173541728617
TRD,AGP,3155.7212430973536
TRD,ALC,2902.7569382973024
TRD,AYT,3243.4512555931337
TRD,BGO,461.4519149182632
TRD,CPH,877.1254253415485
TRD,DBV,2371.3356616522847
TRD,EVE,616.7448142629478
TRD,KRK,1579.2664684445435
TRD,LGW,1517.9021368948765
TRD,NCE,2214.287714483289
TRD,OSL,371.09453326991917
TRD,RIX,1020.1140773318598
TRD,SXF,1241.0607751410464
TRD,TOS,775.8173541728617
TRD,TRF,476.24359257330275
TRF,AGP,2719.869358525825
TRF,ALC,2448.8660859133647
TRF,AYT,2884.5420562508007
TRF,BCN,2068.90073148016
TRF,BGO,307.9790211375299
TRF,DBV,1928.9153909718193
TRF,LGW,1110.5657420061511
TRF,LPA,3989.23655437132
TRF,NCE,1739.0576807974614
TRF,PMI,2246.828545002592
TRF,TRD,476.24359257330275
UME,ALC,3155.4898369994066
UME,ARN,476.80369275815684
VAA,ARN,429.73128894110357
VCE,ARN,1615.9880291714194
VCE,CPH,1124.672270742495
VCE,OSL,1627.4651187852867
VIE,OSL,1381.9510739903717
VNO,ARN,712.4757349778347
VNO,OSL,1045.55075089555
WAW,AGP,2631.9565073108456
WAW,BCN,1869.688542355825
WAW,OSL,1074.527502846202
WAW,SVG,1215.0606682028426
ZAG,CPH,1123.7167777484776
DLC,NGB,1016.2346508440397
NGB,DLC,1016.2346508440397
NGB,SZX,1104.3544654052234
