source,source_country,source_region,destination,destination_country,destination_region,distance_km
TSV,Australia,ANZ,SYD,Australia,ANZ,1691.1635230319166
WLG,New Zealand,ANZ,AKL,New Zealand,ANZ,480.263670875829
WLG,New Zealand,ANZ,CHC,New Zealand,ANZ,304.3247295955211
ZQN,New Zealand,ANZ,AKL,New Zealand,ANZ,1024.854844190683
ZQN,New Zealand,ANZ,SYD,Australia,ANZ,1938.9214828876006
FNJ,North Korea,ASE,KUL,Malaysia,ASE,4724.61078078436
FNJ,North Korea,ASE,PEK,China,CHN,783.2417538649773
FNJ,North Korea,ASE,SHE,China,CHN,326.1893333303344
FNJ,North Korea,ASE,VVO,Russia,RUS,712.5181884137097
KUL,Malaysia,ASE,FNJ,North Korea,ASE,4724.61078078436
PEK,China,CHN,FNJ,North Korea,ASE,783.2417538649773
SHE,China,CHN,FNJ,North Korea,ASE,326.1893333303344
VVO,Russia,RUS,FNJ,North Korea,ASE,712.5181884137097
AMQ,Indonesia,IDN,CGK,Indonesia,IDN,2389.326577533853
AMQ,Indonesia,IDN,FKQ,Indonesia,IDN,472.0373600571572
AMQ,Indonesia,IDN,LUV,Indonesia,IDN,558.3043513547472
AMQ,Indonesia,IDN,MKW,Indonesia,IDN,732.5419126362191
AMQ,Indonesia,IDN,NBX,Indonesia,IDN,822.9258545308306
AMQ,Indonesia,IDN,SOQ,Indonesia,IDN,473.59018165499964
AMQ,Indonesia,IDN,SUB,Indonesia,IDN,1741.6694050480041
AMQ,Indonesia,IDN,UPG,Indonesia,IDN,958.0993622336853
BDJ,Indonesia,IDN,BDO,Indonesia,IDN,883.8178620550133
BDJ,Indonesia,IDN,BPN,Indonesia,IDN,338.36155106810367
BDJ,Indonesia,IDN,CGK,Indonesia,IDN,946.4839159293247
BDJ,Indonesia,IDN,JOG,Indonesia,IDN,680.5173271482481
BDJ,Indonesia,IDN,SRG,Indonesia,IDN,624.6064692098123
BDJ,Indonesia,IDN,SUB,Indonesia,IDN,489.4086233171477
BDO,Indonesia,IDN,BDJ,Indonesia,IDN,883.8178620550133
BDO,Indonesia,IDN,BTH,Indonesia,IDN,970.954059314747
BDO,Indonesia,IDN,DPS,Indonesia,IDN,861.0398646901658
BDO,Indonesia,IDN,JOG,Indonesia,IDN,330.0637211129933
BDO,Indonesia,IDN,KUL,Malaysia,ASE,1254.7424219866043
BDO,Indonesia,IDN,PKU,Indonesia,IDN,1064.2743072082344
BDO,Indonesia,IDN,SUB,Indonesia,IDN,577.402931819121
BEJ,Indonesia,IDN,BPN,Indonesia,IDN,385.37575019211573
BKS,Indonesia,IDN,BTH,Indonesia,IDN,588.5157802407514
BKS,Indonesia,IDN,CGK,Indonesia,IDN,540.2834217392624
BMU,Indonesia,IDN,DPS,Indonesia,IDN,387.65241436011735
BPN,Indonesia,IDN,BDJ,Indonesia,IDN,338.36155106810367
BPN,Indonesia,IDN,BEJ,Indonesia,IDN,385.37575019211573
BPN,Indonesia,IDN,BTH,Indonesia,IDN,1445.0433465039666
BPN,Indonesia,IDN,CGK,Indonesia,IDN,1257.5832104064518
BPN,Indonesia,IDN,JOG,Indonesia,IDN,1018.8783682339283
BPN,Indonesia,IDN,MDC,Indonesia,IDN,946.3870095233217
BPN,Indonesia,IDN,PLW,Indonesia,IDN,337.5505721542062
BPN,Indonesia,IDN,SRG,Indonesia,IDN,961.5825550944136
BPN,Indonesia,IDN,SUB,Indonesia,IDN,817.9175738579368
BPN,Indonesia,IDN,TRK,Indonesia,IDN,516.419726878163
BPN,Indonesia,IDN,UPG,Indonesia,IDN,514.8820437243902
BTH,Indonesia,IDN,BDO,Indonesia,IDN,970.954059314747
BTH,Indonesia,IDN,BKS,Indonesia,IDN,588.5157802407514
BTH,Indonesia,IDN,BPN,Indonesia,IDN,1445.0433465039666
BTH,Indonesia,IDN,CGK,Indonesia,IDN,853.5879560621446
BTH,Indonesia,IDN,DJB,Indonesia,IDN,311.3048795028998
BTH,Indonesia,IDN,DPS,Indonesia,IDN,1644.0797382357262
BTH,Indonesia,IDN,JOG,Indonesia,IDN,1213.055355270579
BTH,Indonesia,IDN,NTX,Indonesia,IDN,566.5136437666488
BTH,Indonesia,IDN,PDG,Indonesia,IDN,476.57190426784575
BTH,Indonesia,IDN,PGK,Indonesia,IDN,428.6204808840762
BTH,Indonesia,IDN,PKU,Indonesia,IDN,306.236067587166
BTH,Indonesia,IDN,PLM,Indonesia,IDN,451.5656810803403
BTH,Indonesia,IDN,PNK,Indonesia,IDN,604.4071509383268
BTH,Indonesia,IDN,SRG,Indonesia,IDN,1136.5781468252185
BTH,Indonesia,IDN,SUB,Indonesia,IDN,1348.3306812854992
BTH,Indonesia,IDN,TKG,Indonesia,IDN,717.0433757480452
BTJ,Indonesia,IDN,CGK,Indonesia,IDN,1798.0623194967936
BUW,Indonesia,IDN,UPG,Indonesia,IDN,337.1643564065493
BXB,Indonesia,IDN,SOQ,Indonesia,IDN,300.64728305171667
CGK,Indonesia,IDN,AMQ,Indonesia,IDN,2389.326577533853
CGK,Indonesia,IDN,BDJ,Indonesia,IDN,946.4839159293247
CGK,Indonesia,IDN,BKS,Indonesia,IDN,540.2834217392624
CGK,Indonesia,IDN,BPN,Indonesia,IDN,1257.5832104064518
CGK,Indonesia,IDN,BTH,Indonesia,IDN,853.5879560621446
CGK,Indonesia,IDN,BTJ,Indonesia,IDN,1798.0623194967936
CGK,Indonesia,IDN,DJB,Indonesia,IDN,600.493627648117
CGK,Indonesia,IDN,DJJ,Indonesia,IDN,3773.953760820898
CGK,Indonesia,IDN,DPS,Indonesia,IDN,982.5904881711971
CGK,Indonesia,IDN,JED,Saudi Arabia,MEA,7971.474524938491
CGK,Indonesia,IDN,JOG,Indonesia,IDN,455.92869077963337
CGK,Indonesia,IDN,KDI,Indonesia,IDN,1760.3012750634075
CGK,Indonesia,IDN,KUL,Malaysia,ASE,1128.9978262171887
CGK,Indonesia,IDN,LOP,Indonesia,IDN,1100.2713863453653
CGK,Indonesia,IDN,MDC,Indonesia,IDN,2200.5859325984766
CGK,Indonesia,IDN,PDG,Indonesia,IDN,923.4158326449347
CGK,Indonesia,IDN,PGK,Indonesia,IDN,444.4193496710024
CGK,Indonesia,IDN,PKU,Indonesia,IDN,933.2307291070615
CGK,Indonesia,IDN,PKY,Indonesia,IDN,917.0125842026065
CGK,Indonesia,IDN,PLM,Indonesia,IDN,419.2628368522138
CGK,Indonesia,IDN,PLW,Indonesia,IDN,1580.3530565027265
CGK,Indonesia,IDN,PNK,Indonesia,IDN,731.0246333477082
CGK,Indonesia,IDN,SIN,Singapore,ASE,882.2377506730388
CGK,Indonesia,IDN,SOC,Indonesia,IDN,478.44349364552556
CGK,Indonesia,IDN,SRG,Indonesia,IDN,421.492011266723
CGK,Indonesia,IDN,SUB,Indonesia,IDN,691.2054077192217
CGK,Indonesia,IDN,TKG,Indonesia,IDN,191.09426400880378
CGK,Indonesia,IDN,TNJ,Indonesia,IDN,818.4296880234978
CGK,Indonesia,IDN,TRK,Indonesia,IDN,1604.0849516538146
CGK,Indonesia,IDN,UPG,Indonesia,IDN,1432.2078872051457
DJB,Indonesia,IDN,BTH,Indonesia,IDN,311.3048795028998
DJB,Indonesia,IDN,CGK,Indonesia,IDN,600.493627648117
DJJ,Indonesia,IDN,MKQ,Indonesia,IDN,660.958215323888
DJJ,Indonesia,IDN,NBX,Indonesia,IDN,564.3432716088598
DJJ,Indonesia,IDN,UPG,Indonesia,IDN,2341.8035674079333
DPS,Indonesia,IDN,BDO,Indonesia,IDN,861.0398646901658
DPS,Indonesia,IDN,BMU,Indonesia,IDN,387.65241436011735
DPS,Indonesia,IDN,BTH,Indonesia,IDN,1644.0797382357262
DPS,Indonesia,IDN,CGK,Indonesia,IDN,982.5904881711971
DPS,Indonesia,IDN,JOG,Indonesia,IDN,531.848358344936
DPS,Indonesia,IDN,KOE,Indonesia,IDN,946.0275332250657
DPS,Indonesia,IDN,LBJ,Indonesia,IDN,519.9449554546213
DPS,Indonesia,IDN,LOP,Indonesia,IDN,121.95747644148416
DPS,Indonesia,IDN,MLG,Indonesia,IDN,284.8159042158441
DPS,Indonesia,IDN,MOF,Indonesia,IDN,777.1947454751675
DPS,Indonesia,IDN,SRG,Indonesia,IDN,563.5268825525789
DPS,Indonesia,IDN,SUB,Indonesia,IDN,302.9930274743118
DPS,Indonesia,IDN,TMC,Indonesia,IDN,453.6611800233261
DPS,Indonesia,IDN,UPG,Indonesia,IDN,634.4079855448996
DPS,Indonesia,IDN,WGP,Indonesia,IDN,572.8455087263395
ENE,Indonesia,IDN,KOE,Indonesia,IDN,264.96349270153746
ENE,Indonesia,IDN,LBJ,Indonesia,IDN,198.91651356552129
FKQ,Indonesia,IDN,KNG,Indonesia,IDN,177.91101855570906
FKQ,Indonesia,IDN,MKW,Indonesia,IDN,300.1419195757623
FKQ,Indonesia,IDN,SOQ,Indonesia,IDN,250.24242193043216
GTO,Indonesia,IDN,MDC,Indonesia,IDN,252.0996206679129
GTO,Indonesia,IDN,UPG,Indonesia,IDN,731.812674513124
JED,Saudi Arabia,MEA,CGK,Indonesia,IDN,7971.474524938491
JOG,Indonesia,IDN,BDJ,Indonesia,IDN,680.5173271482481
JOG,Indonesia,IDN,BDO,Indonesia,IDN,330.0637211129933
JOG,Indonesia,IDN,BPN,Indonesia,IDN,1018.8783682339283
JOG,Indonesia,IDN,BTH,Indonesia,IDN,1213.055355270579
JOG,Indonesia,IDN,CGK,Indonesia,IDN,455.92869077963337
JOG,Indonesia,IDN,DPS,Indonesia,IDN,531.848358344936
JOG,Indonesia,IDN,LOP,Indonesia,IDN,652.0878616563281
JOG,Indonesia,IDN,PKU,Indonesia,IDN,1354.299338072992
JOG,Indonesia,IDN,SUB,Indonesia,IDN,263.51434424036984
JOG,Indonesia,IDN,UPG,Indonesia,IDN,1052.4513488641146
KAZ,Indonesia,IDN,MDC,Indonesia,IDN,332.625933994653
KDI,Indonesia,IDN,CGK,Indonesia,IDN,1760.3012750634075
KDI,Indonesia,IDN,UPG,Indonesia,IDN,335.6282555518951
KNG,Indonesia,IDN,AMQ,Indonesia,IDN,622.2275201989995
KNG,Indonesia,IDN,FKQ,Indonesia,IDN,177.91101855570906
KNG,Indonesia,IDN,NBX,Indonesia,IDN,202.12557620086844
KOE,Indonesia,IDN,DPS,Indonesia,IDN,946.0275332250657
KOE,Indonesia,IDN,ENE,Indonesia,IDN,264.96349270153746
KOE,Indonesia,IDN,MOF,Indonesia,IDN,231.78484954705186
KOE,Indonesia,IDN,SUB,Indonesia,IDN,1235.541618549212
KUL,Malaysia,ASE,BDO,Indonesia,IDN,1254.7424219866043
KUL,Malaysia,ASE,CGK,Indonesia,IDN,1128.9978262171887
LBJ,Indonesia,IDN,DPS,Indonesia,IDN,519.9449554546213
LBJ,Indonesia,IDN,ENE,Indonesia,IDN,198.91651356552129
LOP,Indonesia,IDN,CGK,Indonesia,IDN,1100.2713863453653
LOP,Indonesia,IDN,DPS,Indonesia,IDN,121.95747644148416
LOP,Indonesia,IDN,JOG,Indonesia,IDN,652.0878616563281
LOP,Indonesia,IDN,SUB,Indonesia,IDN,413.58993829333997
LUV,Indonesia,IDN,AMQ,Indonesia,IDN,558.3043513547472
LUW,Indonesia,IDN,UPG,Indonesia,IDN,572.4554508639382
MDC,Indonesia,IDN,BPN,Indonesia,IDN,946.3870095233217
MDC,Indonesia,IDN,CGK,Indonesia,IDN,2200.5859325984766
MDC,Indonesia,IDN,GTO,Indonesia,IDN,252.0996206679129
MDC,Indonesia,IDN,KAZ,Indonesia,IDN,332.625933994653
MDC,Indonesia,IDN,MNA,Indonesia,IDN,335.1478609126759
MDC,Indonesia,IDN,NAH,Indonesia,IDN,246.52559109924314
MDC,Indonesia,IDN,SOQ,Indonesia,IDN,757.6312736770273
MDC,Indonesia,IDN,SUB,Indonesia,IDN,1673.1095674512762
MDC,Indonesia,IDN,TTE,Indonesia,IDN,284.355218421791
MDC,Indonesia,IDN,UPG,Indonesia,IDN,946.8106241636981
MKQ,Indonesia,IDN,DJJ,Indonesia,IDN,660.958215323888
MKW,Indonesia,IDN,AMQ,Indonesia,IDN,732.5419126362191
MKW,Indonesia,IDN,FKQ,Indonesia,IDN,300.1419195757623
MLG,Indonesia,IDN,DPS,Indonesia,IDN,284.8159042158441
MNA,Indonesia,IDN,MDC,Indonesia,IDN,335.1478609126759
MOF,Indonesia,IDN,DPS,Indonesia,IDN,777.1947454751675
MOF,Indonesia,IDN,KOE,Indonesia,IDN,231.78484954705186
NAH,Indonesia,IDN,MDC,Indonesia,IDN,246.52559109924314
NBX,Indonesia,IDN,AMQ,Indonesia,IDN,822.9258545308306
NBX,Indonesia,IDN,DJJ,Indonesia,IDN,564.3432716088598
NBX,Indonesia,IDN,KNG,Indonesia,IDN,202.12557620086844
NTX,Indonesia,IDN,BTH,Indonesia,IDN,566.5136437666488
PDG,Indonesia,IDN,BTH,Indonesia,IDN,476.57190426784575
PDG,Indonesia,IDN,CGK,Indonesia,IDN,923.4158326449347
PGK,Indonesia,IDN,BTH,Indonesia,IDN,428.6204808840762
PGK,Indonesia,IDN,CGK,Indonesia,IDN,444.4193496710024
PGK,Indonesia,IDN,TJQ,Indonesia,IDN,190.8907112698941
PKU,Indonesia,IDN,BDO,Indonesia,IDN,1064.2743072082344
PKU,Indonesia,IDN,BTH,Indonesia,IDN,306.236067587166
PKU,Indonesia,IDN,CGK,Indonesia,IDN,933.2307291070615
PKU,Indonesia,IDN,JOG,Indonesia,IDN,1354.299338072992
PKY,Indonesia,IDN,CGK,Indonesia,IDN,917.0125842026065
PKY,Indonesia,IDN,SUB,Indonesia,IDN,587.3048336343835
PLM,Indonesia,IDN,BTH,Indonesia,IDN,451.5656810803403
PLM,Indonesia,IDN,CGK,Indonesia,IDN,419.2628368522138
PLM,Indonesia,IDN,TKG,Indonesia,IDN,265.7391851773929
PLW,Indonesia,IDN,BPN,Indonesia,IDN,337.5505721542062
PLW,Indonesia,IDN,CGK,Indonesia,IDN,1580.3530565027265
PLW,Indonesia,IDN,SUB,Indonesia,IDN,1067.5006781547604
PLW,Indonesia,IDN,UPG,Indonesia,IDN,462.3825959563994
PNK,Indonesia,IDN,BTH,Indonesia,IDN,604.4071509383268
PNK,Indonesia,IDN,CGK,Indonesia,IDN,731.0246333477082
PSJ,Indonesia,IDN,UPG,Indonesia,IDN,423.4125777366595
SGN,Vietnam,IDN,SIN,Singapore,ASE,1093.016647361484
SIN,Singapore,ASE,CGK,Indonesia,IDN,882.2377506730388
SIN,Singapore,ASE,SGN,Vietnam,IDN,1093.016647361484
SOC,Indonesia,IDN,CGK,Indonesia,IDN,478.44349364552556
SOQ,Indonesia,IDN,AMQ,Indonesia,IDN,473.59018165499964
SOQ,Indonesia,IDN,BXB,Indonesia,IDN,300.64728305171667
SOQ,Indonesia,IDN,FKQ,Indonesia,IDN,250.24242193043216
SOQ,Indonesia,IDN,MDC,Indonesia,IDN,757.6312736770273
SRG,Indonesia,IDN,BDJ,Indonesia,IDN,624.6064692098123
SRG,Indonesia,IDN,BPN,Indonesia,IDN,961.5825550944136
SRG,Indonesia,IDN,BTH,Indonesia,IDN,1136.5781468252185
SRG,Indonesia,IDN,CGK,Indonesia,IDN,421.492011266723
SRG,Indonesia,IDN,DPS,Indonesia,IDN,563.5268825525789
SRG,Indonesia,IDN,SUB,Indonesia,IDN,269.92344539272216
SUB,Indonesia,IDN,AMQ,Indonesia,IDN,1741.6694050480041
SUB,Indonesia,IDN,BDJ,Indonesia,IDN,489.4086233171477
SUB,Indonesia,IDN,BDO,Indonesia,IDN,577.402931819121
SUB,Indonesia,IDN,BPN,Indonesia,IDN,817.9175738579368
SUB,Indonesia,IDN,BTH,Indonesia,IDN,1348.3306812854992
SUB,Indonesia,IDN,CGK,Indonesia,IDN,691.2054077192217
SUB,Indonesia,IDN,DPS,Indonesia,IDN,302.9930274743118
SUB,Indonesia,IDN,JOG,Indonesia,IDN,263.51434424036984
SUB,Indonesia,IDN,KOE,Indonesia,IDN,1235.541618549212
SUB,Indonesia,IDN,LOP,Indonesia,IDN,413.58993829333997
SUB,Indonesia,IDN,MDC,Indonesia,IDN,1673.1095674512762
SUB,Indonesia,IDN,PKY,Indonesia,IDN,587.3048336343835
SUB,Indonesia,IDN,SRG,Indonesia,IDN,269.92344539272216
SUB,Indonesia,IDN,TRK,Indonesia,IDN,1303.4276511552757
SUB,Indonesia,IDN,UPG,Indonesia,IDN,791.1394044137382
TJQ,Indonesia,IDN,PGK,Indonesia,IDN,190.8907112698941
TKG,Indonesia,IDN,BTH,Indonesia,IDN,717.0433757480452
TKG,Indonesia,IDN,CGK,Indonesia,IDN,191.09426400880378
TMC,Indonesia,IDN,DPS,Indonesia,IDN,453.6611800233261
TNJ,Indonesia,IDN,CGK,Indonesia,IDN,818.4296880234978
TRK,Indonesia,IDN,BPN,Indonesia,IDN,516.419726878163
TRK,Indonesia,IDN,CGK,Indonesia,IDN,1604.0849516538146
TRK,Indonesia,IDN,SUB,Indonesia,IDN,1303.4276511552757
TRK,Indonesia,IDN,UPG,Indonesia,IDN,958.433478566677
TTE,Indonesia,IDN,MDC,Indonesia,IDN,284.355218421791
TTE,Indonesia,IDN,UPG,Indonesia,IDN,1088.643601614609
UPG,Indonesia,IDN,AMQ,Indonesia,IDN,958.0993622336853
UPG,Indonesia,IDN,BPN,Indonesia,IDN,514.8820437243902
UPG,Indonesia,IDN,BUW,Indonesia,IDN,337.1643564065493
UPG,Indonesia,IDN,CGK,Indonesia,IDN,1432.2078872051457
UPG,Indonesia,IDN,DJJ,Indonesia,IDN,2341.8035674079333
UPG,Indonesia,IDN,DPS,Indonesia,IDN,634.4079855448996
UPG,Indonesia,IDN,GTO,Indonesia,IDN,731.812674513124
UPG,Indonesia,IDN,JOG,Indonesia,IDN,1052.4513488641146
UPG,Indonesia,IDN,KDI,Indonesia,IDN,335.6282555518951
UPG,Indonesia,IDN,LUW,Indonesia,IDN,572.4554508639382
UPG,Indonesia,IDN,MDC,Indonesia,IDN,946.8106241636981
UPG,Indonesia,IDN,PLW,Indonesia,IDN,462.3825959563994
UPG,Indonesia,IDN,PSJ,Indonesia,IDN,423.4125777366595
UPG,Indonesia,IDN,SUB,Indonesia,IDN,791.1394044137382
UPG,Indonesia,IDN,TRK,Indonesia,IDN,958.433478566677
UPG,Indonesia,IDN,TTE,Indonesia,IDN,1088.643601614609
WGP,Indonesia,IDN,DPS,Indonesia,IDN,572.8455087263395
AMS,Netherlands,EUW,BEG,Serbia,ENE,1410.2149186711076
ARN,Sweden,EUW,BEG,Serbia,ENE,1657.153801975634
ATH,Greece,EUM,BEG,Serbia,ENE,822.936231195399
AUH,United Arab Emirates,MEA,BEG,Serbia,ENE,3828.6985417326937
BBO,Somalia,AFE,BSA,Somalia,AFE,470.0376374254234
BBO,Somalia,AFE,JIB,Djibouti,AFE,233.25155164525313
BEG,Serbia,ENE,AMS,Netherlands,EUW,1410.2149186711076
BEG,Serbia,ENE,ARN,Sweden,EUW,1657.153801975634
BEG,Serbia,ENE,ATH,Greece,EUM,822.936231195399
BEG,Serbia,ENE,AUH,United Arab Emirates,MEA,3828.6985417326937
BEG,Serbia,ENE,BNX,Bosnia and Herzegovina,ENE,237.66790447303433
BEG,Serbia,ENE,BRU,Belgium,EUW,1356.6027640178017
BEG,Serbia,ENE,BUD,Hungary,EUE,301.38573940816894
BEG,Serbia,ENE,CDG,France,EUM,1423.2435779437835
BEG,Serbia,ENE,CPH,Denmark,EUW,1316.659273973303
BEG,Serbia,ENE,DUS,Germany,EUW,1234.1818432197506
BEG,Serbia,ENE,FCO,Italy,EUM,733.699499154238
BEG,Serbia,ENE,FRA,Germany,EUW,1054.577209630925
BEG,Serbia,ENE,LCA,Cyprus,EUM,1581.8649868560076
BEG,Serbia,ENE,LHR,United Kingdom,ENW,1701.4895969713257
BEG,Serbia,ENE,LJU,Slovenia,EUE,481.7785096766994
BEG,Serbia,ENE,MXP,Italy,EUM,910.6789946196153
BEG,Serbia,ENE,OTP,Romania,EUE,457.2833410551295
BEG,Serbia,ENE,PRG,Czech Republic,EUE,742.3303290059358
BEG,Serbia,ENE,SAW,Turkey,MDA,852.5698384504642
BEG,Serbia,ENE,SJJ,Bosnia and Herzegovina,ENE,192.2453742420399
BEG,Serbia,ENE,SKG,Greece,EUM,525.1257681124633
BEG,Serbia,ENE,SKP,Macedonia,ENE,334.8800943825314
BEG,Serbia,ENE,SOF,Bulgaria,EUE,343.08263093080484
BEG,Serbia,ENE,STR,Germany,EUW,946.7758222097558
BEG,Serbia,ENE,SVO,Russia,RUS,1725.4069824020917
BEG,Serbia,ENE,TGD,Montenegro,ENE,286.3714191979007
BEG,Serbia,ENE,TIV,Montenegro,ENE,297.19382738064036
BEG,Serbia,ENE,TLV,Israel,MDA,1902.1679447912018
BEG,Serbia,ENE,TXL,Germany,EUW,1002.2191372252258
BEG,Serbia,ENE,VAR,Bulgaria,EUE,626.008753382781
BEG,Serbia,ENE,VIE,Austria,EUW,464.6536165160492
BEG,Serbia,ENE,WAW,Poland,EUE,818.4103821662275
BEG,Serbia,ENE,ZRH,Switzerland,ENW,951.5111325020457
BNX,Bosnia and Herzegovina,ENE,BEG,Serbia,ENE,237.66790447303433
BRU,Belgium,EUW,BEG,Serbia,ENE,1356.6027640178017
BSA,Somalia,AFE,BBO,Somalia,AFE,470.0376374254234
BSA,Somalia,AFE,GLK,Somalia,AFE,533.2720803329356
BUD,Hungary,EUE,BEG,Serbia,ENE,301.38573940816894
CDG,France,EUM,BEG,Serbia,ENE,1423.2435779437835
CPH,Denmark,EUW,BEG,Serbia,ENE,1316.659273973303
DUS,Germany,EUW,BEG,Serbia,ENE,1234.1818432197506
DXB,United Arab Emirates,MEA,BBO,Somalia,AFE,1984.898413494498
FCO,Italy,EUM,BEG,Serbia,ENE,733.699499154238
FRA,Germany,EUW,BEG,Serbia,ENE,1054.577209630925
GLK,Somalia,AFE,BSA,Somalia,AFE,533.2720803329356
HGA,Somalia,AFE,MGQ,Somalia,AFE,845.1348536581706
JIB,Djibouti,AFE,DXB,United Arab Emirates,MEA,1992.387513775767
JIB,Djibouti,AFE,HGA,Somalia,AFE,247.44332186874828
JIB,Djibouti,AFE,MGQ,Somalia,AFE,1086.086007934484
LCA,Cyprus,EUM,BEG,Serbia,ENE,1581.8649868560076
LHR,United Kingdom,ENW,BEG,Serbia,ENE,1701.4895969713257
LJU,Slovenia,EUE,BEG,Serbia,ENE,481.7785096766994
MGQ,Somalia,AFE,BBO,Somalia,AFE,932.0962538012681
MXP,Italy,EUM,BEG,Serbia,ENE,910.6789946196153
OTP,Romania,EUE,BEG,Serbia,ENE,457.2833410551295
PRG,Czech Republic,EUE,BEG,Serbia,ENE,742.3303290059358
SAW,Turkey,MDA,BEG,Serbia,ENE,852.5698384504642
SJJ,Bosnia and Herzegovina,ENE,BEG,Serbia,ENE,192.2453742420399
SKG,Greece,EUM,BEG,Serbia,ENE,525.1257681124633
SKP,Macedonia,ENE,BEG,Serbia,ENE,334.8800943825314
SOF,Bulgaria,EUE,BEG,Serbia,ENE,343.08263093080484
STR,Germany,EUW,BEG,Serbia,ENE,946.7758222097558
SVO,Russia,RUS,BEG,Serbia,ENE,1725.4069824020917
TGD,Montenegro,ENE,BEG,Serbia,ENE,286.3714191979007
TIV,Montenegro,ENE,BEG,Serbia,ENE,297.19382738064036
TLV,Israel,MDA,BEG,Serbia,ENE,1902.1679447912018
TXL,Germany,EUW,BEG,Serbia,ENE,1002.2191372252258
VAR,Bulgaria,EUE,BEG,Serbia,ENE,626.008753382781
VIE,Austria,EUW,BEG,Serbia,ENE,464.6536165160492
WAW,Poland,EUE,BEG,Serbia,ENE,818.4103821662275
ZRH,Switzerland,ENW,BEG,Serbia,ENE,951.5111325020457
YAG,Canada,CAN,YQK,Canada,CAN,142.82622004719173
YAG,Canada,CAN,YQT,Canada,CAN,304.7568333490923
YAM,Canada,CAN,YQT,Canada,CAN,418.43969113352034
YAM,Canada,CAN,YSB,Canada,CAN,284.12049633169903
YFO,Canada,CAN,YQD,Canada,CAN,87.42818369716761
YHD,Canada,CAN,YQK,Canada,CAN,116.26472794631283
YHD,Canada,CAN,YQT,Canada,CAN,297.19253982261495
YHD,Canada,CAN,YRL,Canada,CAN,156.13692011944647
YHD,Canada,CAN,YXL,Canada,CAN,67.70462646624054
YQD,Canada,CAN,YFO,Canada,CAN,87.42818369716761
YQD,Canada,CAN,YWG,Canada,CAN,522.9257596713358
YQK,Canada,CAN,YAG,Canada,CAN,142.82622004719173
YQK,Canada,CAN,YHD,Canada,CAN,116.26472794631283
YQK,Canada,CAN,YWG,Canada,CAN,206.69357640341238
YQT,Canada,CAN,YAG,Canada,CAN,304.7568333490923
YQT,Canada,CAN,YAM,Canada,CAN,418.43969113352034
YQT,Canada,CAN,YTS,Canada,CAN,586.0346886424816
YQT,Canada,CAN,YWG,Canada,CAN,600.3671538332438
YQT,Canada,CAN,YXL,Canada,CAN,269.4806248298468
YRL,Canada,CAN,YHD,Canada,CAN,156.13692011944647
YRL,Canada,CAN,YWG,Canada,CAN,275.65998740243504
YRL,Canada,CAN,YXL,Canada,CAN,170.252754914742
YSB,Canada,CAN,YAM,Canada,CAN,284.12049633169903
YSB,Canada,CAN,YQT,Canada,CAN,668.8294650597562
YSB,Canada,CAN,YTS,Canada,CAN,220.53626859855015
YSB,Canada,CAN,YYB,Canada,CAN,109.27460869711336
YTS,Canada,CAN,YSB,Canada,CAN,220.53626859855015
YTS,Canada,CAN,YYU,Canada,CAN,123.06573028061501
YWG,Canada,CAN,YFO,Canada,CAN,609.9320990039602
YWG,Canada,CAN,YQD,Canada,CAN,522.9257596713358
YWG,Canada,CAN,YQK,Canada,CAN,206.69357640341238
YWG,Canada,CAN,YRL,Canada,CAN,275.65998740243504
YXL,Canada,CAN,YAG,Canada,CAN,196.6659478843975
YXL,Canada,CAN,YHD,Canada,CAN,67.70462646624054
YXL,Canada,CAN,YQT,Canada,CAN,269.4806248298468
YXL,Canada,CAN,YRL,Canada,CAN,170.252754914742
YYB,Canada,CAN,YSB,Canada,CAN,109.27460869711336
YYU,Canada,CAN,YQT,Canada,CAN,514.2701776287407
YYU,Canada,CAN,YTS,Canada,CAN,123.06573028061501
CTS,Japan,JPN,NRT,Japan,JPN,787.5669744549518
ICN,South Korea,SKT,NRT,Japan,JPN,1256.849280545832
NRT,Japan,JPN,CTS,Japan,JPN,787.5669744549518
NRT,Japan,JPN,ICN,South Korea,SKT,1256.849280545832
NRT,Japan,JPN,OKA,Japan,JPN,1611.97101856321
NRT,Japan,JPN,TPE,Taiwan,SKT,2181.01985661477
OKA,Japan,JPN,NRT,Japan,JPN,1611.97101856321
TPE,Taiwan,SKT,NRT,Japan,JPN,2181.01985661477
AZS,Dominican Republic,LAM,SJU,Puerto Rico,LAM,404.18185291199933
CAP,Haiti,LAM,PLS,Turks and Caicos Islands,LAM,227.02504502207455
GDT,Turks and Caicos Islands,LAM,PLS,Turks and Caicos Islands,LAM,121.78484586699439
GDT,Turks and Caicos Islands,LAM,XSC,Turks and Caicos Islands,LAM,40.737522809251246
KIN,Jamaica,LAM,PLS,Turks and Caicos Islands,LAM,636.8808509801447
KIN,Jamaica,LAM,SDQ,Dominican Republic,LAM,753.9803380302046
NAS,Bahamas,LAM,PLS,Turks and Caicos Islands,LAM,642.8787403694988
PAP,Haiti,LAM,PLS,Turks and Caicos Islands,LAM,355.12293586464244
PLS,Turks and Caicos Islands,LAM,CAP,Haiti,LAM,227.02504502207455
PLS,Turks and Caicos Islands,LAM,GDT,Turks and Caicos Islands,LAM,121.78484586699439
PLS,Turks and Caicos Islands,LAM,KIN,Jamaica,LAM,636.8808509801447
