source,source_country,destination,destination_country,distance_km
ALB,United States,PHL,United States,341.6749461562913
ALO,United States,ORD,United States,375.41671871671616
AMA,United States,DFW,United States,501.5248162088046
AMM,Jordan,JFK,United States,9214.762835929687
AMM,Jordan,ORD,United States,10013.757080780215
AMM,Jordan,YUL,Canada,8897.004878546371
AMS,Netherlands,LHR,United Kingdom,370.44882883109966
AMS,Netherlands,PHL,United States,5997.050199033466
ANC,United States,LAX,United States,3770.80932372607
ANC,United States,PHX,United States,4101.428608962121
ANU,Antigua and Barbuda,CLT,United States,2762.853338206298
ANU,Antigua and Barbuda,JFK,United States,2855.4769507091664
ANU,Antigua and Barbuda,MIA,United States,2139.203439282725
AQP,Peru,LIM,Peru,765.5172789089972
ARN,Sweden,LHR,United Kingdom,1462.538078383681
ART,United States,ORD,United States,991.2242355993016
ART,United States,PHL,United States,462.6451868615807
ASP,Australia,SYD,Australia,2020.2130833636093
ASU,Paraguay,MIA,United States,6179.12303312674
ATH,Greece,LHR,United Kingdom,2426.7664261240566
ATH,Greece,PHL,United States,8083.061185272155
ATL,United States,CLT,United States,364.5670804697097
ATL,United States,DFW,United States,1174.5318236036762
ATL,United States,LHR,United Kingdom,6760.763839225035
ATL,United States,MIA,United States,959.0645602676876
ATL,United States,ORD,United States,976.3278291656198
ATL,United States,PHL,United States,1071.592953109364
ATL,United States,PHX,United States,2549.081233958843
AUA,Aruba,CLT,United States,2754.4147969641585
AUA,Aruba,MIA,United States,1828.1094479724434
AUA,Aruba,PHL,United States,3086.3424555142446
AUH,United Arab Emirates,CMB,Sri Lanka,3300.1097243335435
AUH,United Arab Emirates,DUS,Germany,5026.281874743556
AUH,United Arab Emirates,IAD,United States,11386.790978568979
AUH,United Arab Emirates,ISB,Pakistan,2035.7870321319956
AUH,United Arab Emirates,JFK,United States,11031.397921294822
AUH,United Arab Emirates,LHE,Pakistan,2089.6278084484798
AUH,United Arab Emirates,LHR,United Kingdom,5516.66375905738
AUH,United Arab Emirates,MCT,Oman,380.65242632882945
AUH,United Arab Emirates,ORD,United States,11687.893628628579
AUS,United States,CLT,United States,1659.0319759588672
AUS,United States,DFW,United States,306.3882656943773
AUS,United States,JFK,United States,2445.463358242975
AUS,United States,LAX,United States,1994.3477323783463
AUS,United States,LHR,United Kingdom,7892.683328954675
AUS,United States,MSY,United States,713.29603166328
AUS,United States,ORD,United States,1574.5638867939842
AUS,United States,PHL,United States,2299.0974347959445
AUS,United States,PHX,United States,1400.9060473769807
AVL,United States,CLT,United States,147.12535572206204
AVP,United States,CLT,United States,819.0004193331496
AVP,United States,PHL,United States,168.08383146844542
AZO,United States,ORD,United States,196.1609160973077
BAH,Bahrain,DOH,Qatar,147.7476862939294
BAH,Bahrain,LHR,United Kingdom,5093.738851818934
BCN,Spain,JFK,United States,6150.227182054505
BCN,Spain,LHR,United Kingdom,1147.712862692266
BCN,Spain,MIA,United States,7544.851985531118
BCN,Spain,PHL,United States,6299.912387774879
BDA,Bermuda,JFK,United States,1226.7435038024269
BDA,Bermuda,MIA,United States,1681.4672337766276
BDA,Bermuda,PHL,United States,1262.0844454075104
BDL,United States,CLT,United States,1035.6947956825863
BDL,United States,DCA,United States,503.65020343841536
BDL,United States,DFW,United States,2363.184544991586
BDL,United States,LAX,United States,4057.331332747446
BDL,United States,MIA,United States,1925.7700756756335
BDL,United States,ORD,United States,1256.983245484169
BDL,United States,PHL,United States,314.6703367887143
BDL,United States,PIT,United States,651.4375681115974
BFL,United States,PHX,United States,683.0843479779182
BGI,Barbados,MIA,United States,2592.9791873695863
BGM,United States,PHL,United States,267.1206964659766
BGO,Norway,LHR,United Kingdom,1042.1226941251093
BGR,United States,DCA,United States,948.3739218612136
BGR,United States,PHL,United States,760.4471802333378
BHD,United Kingdom,LHR,United Kingdom,503.03556071534194
BHM,United States,CLT,United States,563.7824748520054
BHM,United States,DCA,United States,1050.5908192802374
BHM,United States,DFW,United States,959.0496525532295
BHM,United States,MIA,United States,1065.349174765667
BHM,United States,PHL,United States,1241.3658974531807
BJL,Gambia,DKR,Senegal,180.17842014822085
BJX,Mexico,DFW,United States,1394.481537605598
BKK,Thailand,KUL,Malaysia,1220.5693480548562
BKK,Thailand,NRT,Japan,4648.996248750031
BLQ,Italy,LHR,United Kingdom,1163.2357144644207
BLR,India,LHR,United Kingdom,8046.589775517985
BMI,United States,DFW,United States,1110.2373445063715
BMI,United States,ORD,United States,187.14671140471594
BNA,United States,CLT,United States,527.7906363483784
BNA,United States,DCA,United States,902.4839197656271
BNA,United States,DFW,United States,1014.1483125518824
BNA,United States,JFK,United States,1229.76124690041
BNA,United States,LAX,United States,2886.3192287624274
BNA,United States,LGA,United States,1227.67618679857
BNA,United States,MIA,United States,1299.4223634001987
BNA,United States,ORD,United States,659.4850707493616
BNA,United States,PHL,United States,1084.3003930553236
BNE,Australia,ADL,Australia,1619.938868381478
BNE,Australia,AKL,New Zealand,2295.473557427623
BNE,Australia,CBR,Australia,956.2102240023755
BNE,Australia,CNS,Australia,1391.1220248734105
BNE,Australia,DRW,Australia,2850.7387388707416
BNE,Australia,LAX,United States,11533.395342163796
BNE,Australia,MEL,Australia,1380.8541114328675
BNE,Australia,PER,Australia,3607.549962409399
BNE,Australia,SYD,Australia,752.8217807125193
BNE,Australia,TSV,Australia,1112.2599829541261
BOG,Colombia,DFW,United States,3932.870999211566
BOG,Colombia,MIA,United States,2434.892134515501
BOI,United States,PHX,United States,1184.086667804039
BOM,India,LHR,United Kingdom,7213.041153604435
BOS,United States,BUF,United States,634.9360289769584
BOS,United States,CLT,United States,1170.6751257417918
BOS,United States,CUN,Mexico,2796.1801264596947
BOS,United States,DCA,United States,641.4730673639442
BOS,United States,DFW,United States,2509.2689055120986
BOS,United States,JFK,United States,300.1779770895026
BOS,United States,LAX,United States,4193.029087460071
BOS,United States,LGA,United States,296.69202298850905
BOS,United States,LHR,United Kingdom,5239.649725139815
BOS,United States,MAD,Spain,5474.383117560859
BOS,United States,MDT,United States,538.1629857228737
BOS,United States,MIA,United States,2028.2815456006035
BOS,United States,NRT,Japan,10760.784960351984
BOS,United States,ORD,United States,1391.078325285235
BOS,United States,PDX,United States,4072.319804493595
BOS,United States,PHL,United States,450.14197587925327
BOS,United States,PHX,United States,3693.7754228607205
BOS,United States,PIT,United States,796.562235265385
BOS,United States,RIC,United States,762.3184387655326
BOS,United States,ROC,United States,550.7438256849274
BOS,United States,SAN,United States,4155.895107149773
BOS,United States,SEA,United States,4005.5088356419633
BOS,United States,SYR,United States,424.7270694432098
BPT,United States,DFW,United States,435.0101566714681
BRO,United States,DFW,United States,778.158346835086
BRU,Belgium,LHR,United Kingdom,350.43458818947124
BRU,Belgium,PHL,United States,6035.513120613091
BSB,Brazil,MIA,United States,5807.664974984492
BSL,France,LHR,United Kingdom,719.6117216713399
BTR,United States,CLT,United States,1085.1726415160072
BTR,United States,DFW,United States,615.7433990067651
BTV,United States,DCA,United States,703.076247557769
BTV,United States,PHL,United States,539.607167240362
BUD,Hungary,LHR,United Kingdom,1489.5495862621042
BUF,United States,BOS,United States,634.9360289769584
BUF,United States,CLT,United States,879.9941840692654
BUF,United States,DCA,United States,476.3675459448475
BUF,United States,ORD,United States,759.639662171329
BUF,United States,PHL,United States,448.46552436043413
BUR,United States,PDX,United States,1316.3981167635704
BUR,United States,PHX,United States,592.4092464472837
BUR,United States,SEA,United States,1509.6356444261407
BWI,United States,CLT,United States,580.7082466113521
BWI,United States,DFW,United States,1954.7685504854694
BWI,United States,JFK,United States,295.3609443349576
BWI,United States,LHR,United Kingdom,5833.379791856493
BWI,United States,MIA,United States,1525.9431499094028
BWI,United States,ORD,United States,997.9705182564419
BWI,United States,PHL,United States,144.85222737502477
BWI,United States,PHX,United States,3209.737057716284
BZE,Belize,CLT,United States,2096.033564121938
BZE,Belize,DFW,United States,1918.1948708129594
BZE,Belize,MIA,United States,1235.6947247630064
CAE,United States,CLT,United States,142.71243290512135
CAE,United States,DCA,United States,657.0549912001445
CAE,United States,DFW,United States,1480.4705194991068
CAE,United States,PHL,United States,841.2433642596621
CAK,United States,CLT,United States,635.5446781845761
CAK,United States,DCA,United States,440.26406107843593
CAK,United States,PHL,United States,537.7062336876907
CBR,Australia,BNE,Australia,956.2102240023755
CBR,Australia,MEL,Australia,469.5933816620814
CBR,Australia,SYD,Australia,236.17677168617462
CCS,Venezuela,DFW,United States,3945.067061806059
CCS,Venezuela,JFK,United States,3406.0869105374154
CCS,Venezuela,MIA,United States,2193.4118150793142
CCS,Venezuela,SJU,Puerto Rico,878.0398346653468
CDG,France,CLT,United States,6701.083417404955
CDG,France,DFW,United States,7944.056768972219
CDG,France,JFK,United States,5833.649776425998
CDG,France,KUL,Malaysia,10441.963100095898
CDG,France,LHR,United Kingdom,347.1675081044457
CDG,France,MIA,United States,7371.472005306018
CDG,France,ORD,United States,6664.207933200134
CDG,France,PHL,United States,5984.133567554779
CHA,United States,CLT,United States,387.97498996627905
CHA,United States,DCA,United States,840.2055686152858
CHA,United States,DFW,United States,1116.2345475321818
CHA,United States,ORD,United States,806.9152928905345
CHC,New Zealand,SYD,Australia,2125.9644792199547
CHO,United States,CLT,United States,393.7545698948188
CHO,United States,LGA,United States,490.50777972962635
CHO,United States,ORD,United States,909.9734921449943
CHO,United States,PHL,United States,337.8492081245411
CHS,United States,CLT,United States,270.5509331637968
CHS,United States,DCA,United States,715.0292423481814
CHS,United States,DFW,United States,1585.2263792704769
CHS,United States,MIA,United States,790.4555385968475
CHS,United States,PHL,United States,886.1042894797829
CID,United States,DFW,United States,1104.0856552751404
CID,United States,ORD,United States,314.98947964505896
CLE,United States,CLT,United States,693.6656666196309
CLE,United States,DFW,United States,1641.7331087329367
CLE,United States,JFK,United States,682.2070027191422
CLE,United States,MIA,United States,1742.6046650423905
CLE,United States,ORD,United States,506.5652697563043
CLE,United States,PHL,United States,583.1229272295409
CLL,United States,DFW,United States,264.4576721701191
CLO,Colombia,MIA,United States,2509.027109208038
CLT,United States,ABE,United States,773.2773079467821
CLT,United States,AGS,United States,225.49967774377177
CLT,United States,ALB,United States,1039.7527659954785
CLT,United States,ANU,Antigua and Barbuda,2762.853338206298
CLT,United States,ATL,United States,364.5670804697097
CLT,United States,AUA,Aruba,2754.4147969641585
CLT,United States,AUS,United States,1659.0319759588672
CLT,United States,AVL,United States,147.12535572206204
CLT,United States,AVP,United States,819.0004193331496
CLT,United States,BDL,United States,1035.6947956825863
CLT,United States,BHM,United States,563.7824748520054
CLT,United States,BNA,United States,527.7906363483784
CLT,United States,BOS,United States,1170.6751257417918
CLT,United States,BTR,United States,1085.1726415160072
CLT,United States,BUF,United States,879.9941840692654
CLT,United States,BWI,United States,580.7082466113521
CLT,United States,BZE,Belize,2096.033564121938
CLT,United States,CAE,United States,142.71243290512135
CLT,United States,CAK,United States,635.5446781845761
CLT,United States,CDG,France,6701.083417404955
CLT,United States,CHA,United States,387.97498996627905
CLT,United States,CHO,United States,393.7545698948188
CLT,United States,CHS,United States,270.5509331637968
CLT,United States,CLE,United States,693.6656666196309
CLT,United States,CMH,United States,558.9280698381912
CLT,United States,CRW,United States,356.0104787072725
CLT,United States,CUN,Mexico,1679.4602502189437
CLT,United States,CVG,United States,539.1946917771504
CLT,United States,CZM,Mexico,1735.2287185992766
CLT,United States,DAB,United States,671.0485689641059
CLT,United States,DAY,United States,595.859561222991
CLT,United States,DCA,United States,532.6366790406834
CLT,United States,DEN,United States,2148.202090678053
CLT,United States,DFW,United States,1503.2069279565505
CLT,United States,DSM,United States,1310.6761104860125
CLT,United States,DTW,United States,805.6961397417941
CLT,United States,DUB,Ireland,5973.231684961392
CLT,United States,EWN,United States,354.9512457020719
CLT,United States,EWR,United States,850.2863949538688
CLT,United States,FAY,United States,189.27984650216274
CLT,United States,FCO,Italy,7725.792649297118
CLT,United States,FLL,United States,1019.2738620456789
CLT,United States,FLO,United States,159.69830437551278
CLT,United States,FPO,Bahamas,985.9396299456934
CLT,United States,FRA,Germany,7059.467923025225
CLT,United States,GCM,Cayman Islands,1770.8254569676672
CLT,United States,GNV,United States,626.7333074956307
CLT,United States,GPT,United States,928.1619704183255
CLT,United States,GRU,Brazil,7464.410691157092
CLT,United States,GSO,United States,133.8479886885742
CLT,United States,GSP,United States,121.40195868796253
CLT,United States,HHH,United States,333.20322448327846
CLT,United States,HPN,United States,907.074179869834
CLT,United States,HSV,United States,535.4677454854099
CLT,United States,HTS,United States,378.89362567686914
CLT,United States,IAD,United States,517.371064721726
CLT,United States,IAH,United States,1466.896704903281
CLT,United States,ILM,United States,296.94307100939454
CLT,United States,IND,United States,688.060502220261
CLT,United States,JAN,United States,903.393598949336
CLT,United States,JAX,United States,529.4142210239278
CLT,United States,JFK,United States,870.5292109233397
CLT,United States,LAS,United States,3076.587695800183
CLT,United States,LAX,United States,3412.5341856716686
CLT,United States,LEX,United States,453.07058390890074
CLT,United States,LGA,United States,874.9278460998838
CLT,United States,LHR,United Kingdom,6409.144888420779
CLT,United States,LIR,Costa Rica,2777.013857018933
CLT,United States,LIT,United States,1028.7670516905866
CLT,United States,LYH,United States,282.1141496020441
CLT,United States,MBJ,Jamaica,1881.9467120509382
CLT,United States,MCI,United States,1298.9442874071083
CLT,United States,MCO,United States,755.2029149067863
CLT,United States,MDT,United States,664.4772797173632
CLT,United States,MEM,United States,821.4779072830878
CLT,United States,MEX,Mexico,2498.583530566313
CLT,United States,MGM,United States,598.91256011842
CLT,United States,MHT,United States,1185.9877558268788
CLT,United States,MIA,United States,1049.4002851037628
CLT,United States,MKE,United States,1047.7823784721309
CLT,United States,MLB,United States,791.2302148525255
CLT,United States,MOB,United States,846.2239125963212
CLT,United States,MSP,United States,1496.0732153972012
CLT,United States,MSY,United States,1047.2193499352472
CLT,United States,MYR,United States,251.46290822645017
CLT,United States,NAS,Bahamas,1179.534296518294
CLT,United States,OAJ,United States,306.3136475792663
CLT,United States,OMA,United States,1467.7316602972026
CLT,United States,ORD,United States,964.5786715815266
CLT,United States,ORF,United States,465.36791466042564
CLT,United States,PBI,United States,952.0053147745243
CLT,United States,PDX,United States,3664.493683355977
CLT,United States,PGV,United States,325.73912158787857
CLT,United States,PHF,United States,452.73603511286325
CLT,United States,PHL,United States,721.4732221544514
CLT,United States,PHX,United States,2848.3827205756843
CLT,United States,PIT,United States,590.1281252601195
CLT,United States,PLS,Turks and Caicos Islands,1716.4145673758312
CLT,United States,PNS,United States,785.8356480950495
CLT,United States,PUJ,Dominican Republic,2227.5254465639305
CLT,United States,PVD,United States,1099.9330677395656
CLT,United States,PWM,United States,1306.7970524805016
CLT,United States,RDU,United States,208.51191829077544
CLT,United States,RIC,United States,412.4738127722084
CLT,United States,ROA,United States,250.298543759335
CLT,United States,ROC,United States,922.8949919086567
CLT,United States,RSW,United States,968.0228118005374
CLT,United States,SAN,United States,3335.3761286089148
CLT,United States,SAT,United States,1759.8773088843818
CLT,United States,SAV,United States,344.02739122129555
CLT,United States,SBY,United States,595.6243380558872
CLT,United States,SDF,United States,539.2862263132429
CLT,United States,SEA,United States,3660.4056293323138
CLT,United States,SFO,United States,3686.970987442568
CLT,United States,SJD,Mexico,3083.5536637711148
CLT,United States,SJO,Costa Rica,2823.8248311225902
CLT,United States,SJU,Puerto Rico,2376.297520430789
CLT,United States,SLC,United States,2773.5940144543915
CLT,United States,SMF,United States,3602.9833651539075
CLT,United States,SRQ,United States,882.7199410329962
CLT,United States,STL,United States,924.3745727556258
CLT,United States,STT,Virgin Islands,2449.3722528427397
CLT,United States,SXM,Netherlands Antilles,2596.606570995584
CLT,United States,SYR,United States,971.6686176802259
CLT,United States,TLH,United States,623.0704282922726
CLT,United States,TPA,United States,818.8135851639303
CLT,United States,TRI,United States,192.57479128634063
CLT,United States,TYS,United States,283.9949238720345
CLT,United States,UVF,Saint Lucia,3116.5107803094797
CLT,United States,VPS,United States,740.4342608030952
CLT,United States,XNA,United States,1210.8659801527413
CLT,United States,YOW,Canada,1209.1029073228985
CLT,United States,YUL,Canada,1292.2599215386979
CLT,United States,YYZ,Canada,947.7522896582761
CMB,Sri Lanka,AUH,United Arab Emirates,3300.1097243335435
CMH,United States,CLT,United States,558.9280698381912
CMH,United States,DCA,United States,518.6186210232232
CMH,United States,DFW,United States,1488.6915654843262
CMH,United States,JFK,United States,775.5465010272745
CMH,United States,LAX,United States,3204.06617039764
CMH,United States,LGA,United States,768.4378727529705
CMH,United States,MIA,United States,1597.8506486814347
CMH,United States,ORD,United States,474.79723356471544
CMH,United States,PHL,United States,652.2681764050833
CMH,United States,PHX,United States,2682.8373089516012
CMI,United States,DFW,United States,1114.3736174607166
CMI,United States,ORD,United States,217.91368351114227
CNF,Brazil,MIA,United States,6394.585507464419
CNS,Australia,BNE,Australia,1391.1220248734105
COS,United States,DFW,United States,952.5663586060399
COU,United States,DFW,United States,788.4219121054974
COU,United States,ORD,United States,506.827956546594
CPH,Denmark,LHR,United Kingdom,979.6111473859538
CPT,South Africa,LHR,United Kingdom,9680.893589605686
CRP,United States,DFW,United States,571.7582942935688
CTS,Japan,NRT,Japan,787.5669744549518
CUN,Mexico,BOS,United States,2796.1801264596947
CUN,Mexico,CLT,United States,1679.4602502189437
CUN,Mexico,DFW,United States,1657.192478706982
CUN,Mexico,JFK,United States,2506.339673790437
CUN,Mexico,MIA,United States,854.9599497563654
CUN,Mexico,ORD,United States,2330.643821593091
CUN,Mexico,PHL,United States,2367.798068973764
CUN,Mexico,PHX,United States,2830.4133311635487
CUR,Netherlands Antilles,MIA,United States,1923.0465492862184
CUU,Mexico,DFW,United States,971.2902777345204
CVG,United States,CLT,United States,539.1946917771504
CVG,United States,DCA,United States,659.9832439429001
CVG,United States,DFW,United States,1304.7619647657157
CVG,United States,JFK,United States,945.6585044128642
CVG,United States,MIA,United States,1529.5936022803764
CVG,United States,ORD,United States,425.3843061709205
CVG,United States,PHL,United States,814.0504907798611
CWA,United States,ORD,United States,342.24379844482036
CWB,Brazil,POA,Brazil,533.9636267288566
CZM,Mexico,CLT,United States,1735.2287185992766
CZM,Mexico,DFW,United States,1701.4098320441822
CZM,Mexico,MIA,United States,896.1294896131755
DAB,United States,CLT,United States,671.0485689641059
DAY,United States,CLT,United States,595.859561222991
DAY,United States,DCA,United States,628.0473663129324
DAY,United States,DFW,United States,1384.4843727032796
DAY,United States,LGA,United States,881.7963472592362
DAY,United States,ORD,United States,386.10245645994024
DAY,United States,PHL,United States,765.7212635670633
DBQ,United States,ORD,United States,235.80475625222735
DCA,United States,AGS,United States,753.0295420273413
DCA,United States,ALB,United States,511.6523213411645
DCA,United States,BDL,United States,503.65020343841536
DCA,United States,BGR,United States,948.3739218612136
DCA,United States,BHM,United States,1050.5908192802374
DCA,United States,BNA,United States,902.4839197656271
DCA,United States,BOS,United States,641.4730673639442
DCA,United States,BTV,United States,703.076247557769
DCA,United States,BUF,United States,476.3675459448475
DCA,United States,CAE,United States,657.0549912001445
DCA,United States,CAK,United States,440.26406107843593
DCA,United States,CHA,United States,840.2055686152858
DCA,United States,CHS,United States,715.0292423481814
DCA,United States,CLT,United States,532.6366790406834
DCA,United States,CMH,United States,518.6186210232232
DCA,United States,CRW,United States,399.3328113722005
DCA,United States,CVG,United States,659.9832439429001
DCA,United States,DAY,United States,628.0473663129324
DCA,United States,DFW,United States,1914.9418477820716
DCA,United States,DSM,United States,1440.86419329723
DCA,United States,DTW,United States,651.249927717306
DCA,United States,FAY,United States,459.46858442761237
DCA,United States,FLL,United States,1450.4838839111917
DCA,United States,GSO,United States,399.0390135031962
DCA,United States,GSP,United States,636.9195642933922
DCA,United States,HHH,United States,807.747801672888
DCA,United States,HPN,United States,375.7305865774032
DCA,United States,HSV,United States,985.3226193872181
DCA,United States,ILM,United States,515.2548341106858
DCA,United States,IND,United States,802.1066100233389
DCA,United States,ISP,United States,399.62924890611094
DCA,United States,JAN,United States,1383.2452942935233
DCA,United States,JAX,United States,1021.6397410207754
DCA,United States,JFK,United States,342.2182043046058
DCA,United States,LAS,United States,3353.5763251560134
DCA,United States,LAX,United States,3710.898709433431
DCA,United States,LGA,United States,344.78123616478473
DCA,United States,LIT,United States,1425.8320549886243
DCA,United States,MCI,United States,1524.2429534232617
DCA,United States,MCO,United States,1224.126893986749
DCA,United States,MEM,United States,1224.0192400012108
DCA,United States,MHT,United States,653.6243046470233
DCA,United States,MIA,United States,1483.6019860276756
DCA,United States,MSP,United States,1494.846057071806
DCA,United States,MSY,United States,1559.3514004580966
DCA,United States,MYR,United States,599.5581587924462
DCA,United States,NAS,Bahamas,1536.473145221339
DCA,United States,OAJ,United States,450.23382244681017
DCA,United States,OMA,United States,1623.9970746387303
DCA,United States,ORD,United States,982.6189947681239
DCA,United States,ORF,United States,229.7106613328857
DCA,United States,PBI,United States,1382.745308002659
DCA,United States,PDX,United States,3773.22642833502
DCA,United States,PHL,United States,191.6050427400643
DCA,United States,PHX,United States,3177.7188026089298
DCA,United States,PIT,United States,328.6247577143051
DCA,United States,PNS,United States,1313.4350605909929
DCA,United States,PVD,United States,573.8872608773498
DCA,United States,PWM,United States,774.4791651126967
DCA,United States,RDU,United States,365.0936333427865
DCA,United States,ROC,United States,477.4238836233533
DCA,United States,RSW,United States,1438.264132357928
DCA,United States,SAN,United States,3654.79808205371
DCA,United States,SAV,United States,837.150161556771
DCA,United States,SDF,United States,760.2539083439735
DCA,United States,SRQ,United States,1372.8630605503138
DCA,United States,STL,United States,1154.3804797913679
DCA,United States,SYR,United States,479.9908094524161
DCA,United States,TLH,United States,1153.0639916689745
DCA,United States,TPA,United States,1311.8728916050084
DCA,United States,TYS,United States,701.580011682961
DCA,United States,VPS,United States,1270.8416164455932
DCA,United States,YHZ,Canada,1303.0406952644619
DCA,United States,YUL,Canada,784.3240385024877
DCA,United States,YYZ,Canada,578.5612058620203
DEL,India,LHR,United Kingdom,6731.287540668029
DEN,United States,CLT,United States,2148.202090678053
DEN,United States,DFW,United States,1032.0980058772263
DEN,United States,LAX,United States,1385.1392038077988
DEN,United States,LHR,United Kingdom,7496.471554549001
DEN,United States,MIA,United States,2748.691962272573
DEN,United States,ORD,United States,1426.0220157520107
DEN,United States,PHL,United States,2500.3905990396725
DEN,United States,PHX,United States,968.5377565127925
DEN,United States,SEA,United States,1645.0658311574032
DFW,United States,ABI,United States,253.33231201874514
DFW,United States,ABQ,United States,913.8126773000963
DFW,United States,ACT,United States,144.08276263270795
DFW,United States,AEX,United States,457.26354767216645
DFW,United States,AGU,Mexico,1348.748811960237
DFW,United States,AMA,United States,501.5248162088046
DFW,United States,ATL,United States,1174.5318236036762
DFW,United States,AUS,United States,306.3882656943773
DFW,United States,BDL,United States,2363.184544991586
DFW,United States,BHM,United States,959.0496525532295
DFW,United States,BJX,Mexico,1394.481537605598
DFW,United States,BMI,United States,1110.2373445063715
DFW,United States,BNA,United States,1014.1483125518824
DFW,United States,BNE,Australia,13364.854652203498
DFW,United States,BOG,Colombia,3932.870999211566
DFW,United States,BOS,United States,2509.2689055120986
DFW,United States,BPT,United States,435.0101566714681
DFW,United States,BRO,United States,778.158346835086
DFW,United States,BTR,United States,615.7433990067651
DFW,United States,BWI,United States,1954.7685504854694
DFW,United States,BZE,Belize,1918.1948708129594
DFW,United States,CAE,United States,1480.4705194991068
DFW,United States,CCS,Venezuela,3945.067061806059
DFW,United States,CDG,France,7944.056768972219
DFW,United States,CHA,United States,1116.2345475321818
DFW,United States,CHS,United States,1585.2263792704769
DFW,United States,CID,United States,1104.0856552751404
DFW,United States,CLE,United States,1641.7331087329367
DFW,United States,CLL,United States,264.4576721701191
DFW,United States,CLT,United States,1503.2069279565505
DFW,United States,CMH,United States,1488.6915654843262
DFW,United States,CMI,United States,1114.3736174607166
DFW,United States,COS,United States,952.5663586060399
DFW,United States,COU,United States,788.4219121054974
DFW,United States,CRP,United States,571.7582942935688
DFW,United States,CRW,United States,1520.2812407133097
DFW,United States,CUN,Mexico,1657.192478706982
DFW,United States,CUU,Mexico,971.2902777345204
DFW,United States,CVG,United States,1304.7619647657157
DFW,United States,CZM,Mexico,1701.4098320441822
DFW,United States,DAY,United States,1384.4843727032796
DFW,United States,DCA,United States,1914.9418477820716
DFW,United States,DEN,United States,1032.0980058772263
DFW,United States,DRO,United States,1083.5037642317718
DFW,United States,DSM,United States,1005.6016311151552
DFW,United States,DTW,United States,1586.4188216950536
DFW,United States,ELP,United States,885.3725329889915
DFW,United States,EVV,United States,1032.4372361899077
DFW,United States,EWR,United States,2204.7901406770784
DFW,United States,EZE,Argentina,8533.648436019319
DFW,United States,FAR,United States,1559.4998051515138
DFW,United States,FAT,United States,2109.0965198620956
DFW,United States,FLL,United States,1798.9239552855793
DFW,United States,FRA,Germany,8258.176123678457
DFW,United States,FSD,United States,1188.419062604511
DFW,United States,FSM,United States,366.08357051744133
DFW,United States,FWA,United States,1381.6873644787606
DFW,United States,GCK,United States,651.3874176045638
DFW,United States,GDL,Mexico,1509.632434525456
DFW,United States,GGG,United States,225.17327679171444
DFW,United States,GIG,Brazil,8419.425372278043
DFW,United States,GJT,United States,1242.2524772862996
DFW,United States,GPT,United States,803.1203125907388
DFW,United States,GRI,United States,904.4783393563479
DFW,United States,GRK,United States,216.68467353596506
DFW,United States,GRR,United States,1498.3461937991237
DFW,United States,GRU,Brazil,8243.644236989152
DFW,United States,GSO,United States,1604.737017932665
DFW,United States,GSP,United States,1384.3666774419848
DFW,United States,GUA,Guatemala,2140.076025079751
DFW,United States,HNL,United States,6080.920427053171
DFW,United States,HOU,United States,398.3033244558242
DFW,United States,HSV,United States,967.7396974278131
DFW,United States,IAD,United States,1882.477930817527
DFW,United States,IAH,United States,361.62061454456546
DFW,United States,ICN,South Korea,10986.702109733404
DFW,United States,ICT,United States,529.7342572218274
DFW,United States,IND,United States,1223.9890393722344
DFW,United States,JAN,United States,655.2764585397673
DFW,United States,JAX,United States,1475.2417999311645
DFW,United States,JFK,United States,2234.8961320494536
DFW,United States,JLN,United States,526.5682195909067
DFW,United States,LAS,United States,1694.7999229712295
DFW,United States,LAW,United States,225.3208561135311
DFW,United States,LAX,United States,1983.1744750180908
DFW,United States,LBB,United States,452.85930940184016
DFW,United States,LCH,United States,474.9982722591771
DFW,United States,LEX,United States,1261.1198337952762
DFW,United States,LFT,United States,564.323931873962
DFW,United States,LGA,United States,2231.3596154889997
DFW,United States,LHR,United Kingdom,7627.239393385965
DFW,United States,LIM,Peru,5424.053068502313
DFW,United States,LIR,Costa Rica,2744.565720065198
DFW,United States,LIT,United States,489.11011594132543
DFW,United States,LRD,United States,639.0930965453607
DFW,United States,MAD,Spain,7973.896378105052
DFW,United States,MAF,United States,496.1376371048881
DFW,United States,MBJ,Jamaica,2488.7413172394
DFW,United States,MCI,United States,741.6552977251807
DFW,United States,MCO,United States,1582.4157318228752
DFW,United States,MEM,United States,693.3019022439971
DFW,United States,MEX,Mexico,1510.334372713104
DFW,United States,MFE,United States,756.2932343264977
DFW,United States,MGM,United States,998.8820862955113
DFW,United States,MHK,United States,695.1060783675414
DFW,United States,MIA,United States,1802.1686844376818
DFW,United States,MKE,United States,1373.5748328148604
DFW,United States,MLI,United States,1112.2906345351453
DFW,United States,MLM,Mexico,1503.7401478837414
DFW,United States,MLU,United States,469.785505228768
DFW,United States,MOB,United States,866.3353874568278
DFW,United States,MSN,United States,1322.3543703098399
DFW,United States,MSP,United States,1372.5779149181371
DFW,United States,MSY,United States,719.4399852682247
DFW,United States,MTY,Mexico,845.4441181823062
DFW,United States,MZT,Mexico,1410.0366670081871
DFW,United States,NAS,Bahamas,2090.3168479543547
DFW,United States,NRT,Japan,10322.370244429307
DFW,United States,OGG,United States,5962.298323586648
DFW,United States,OKC,United States,282.36302909912274
DFW,United States,OMA,United States,940.2113048334136
