source,source_country,destination,destination_country,distance_km
KBP,Ukraine,VIE,Austria,1067.6599203771211
KIV,Moldova,VIE,Austria,936.4937831211441
KLU,Austria,CGN,Germany,705.6442964859602
KLU,Austria,HAM,Germany,836.1790386291287
KLU,Austria,TXL,Germany,662.2794581196705
KLU,Austria,VIE,Austria,234.2554065441188
KRK,Poland,VIE,Austria,320.35283402113663
KRR,Russia,VIE,Austria,1754.3990281524905
KSC,Slovakia,VIE,Austria,350.3322684046197
LCA,Cyprus,VIE,Austria,2036.4285665341586
LED,Russia,VIE,Austria,1572.012549814565
LEJ,Germany,VIE,Austria,482.1302554144817
LHR,United Kingdom,VIE,Austria,1275.0608780680084
LIS,Portugal,VIE,Austria,2305.008366784988
LJU,Slovenia,VIE,Austria,263.60965395039136
LNZ,Austria,DUS,Germany,631.6852360426846
LNZ,Austria,FRA,Germany,454.8899047169413
LNZ,Austria,VIE,Austria,177.1747984887279
LPA,Spain,VIE,Austria,3544.090829202589
LUX,Luxembourg,VIE,Austria,775.9330510640972
LWO,Ukraine,VIE,Austria,571.2180425996459
LYS,France,VIE,Austria,910.960022294425
MLA,Malta,VIE,Austria,1373.2368077699425
MSQ,Belarus,VIE,Austria,1025.1574740147012
MUC,Germany,GRZ,Austria,312.6705039082872
MUC,Germany,VIE,Austria,355.2895158036429
MXP,Italy,VIE,Austria,656.374923069937
NAP,Italy,VIE,Austria,823.2841779917254
NCE,France,VIE,Austria,876.1019192506357
NRT,Japan,VIE,Austria,9154.036104091858
ODS,Ukraine,VIE,Austria,1079.1304597516655
OLB,Italy,VIE,Austria,976.726060902866
ORD,United States,VIE,Austria,7566.45558895764
OSL,Norway,VIE,Austria,1381.9510739903717
OTP,Romania,VIE,Austria,828.8877131289803
PEK,China,VIE,Austria,7451.941094651786
PMI,Spain,VIE,Austria,1457.7490867545803
PMO,Italy,VIE,Austria,1139.8059067254537
PRG,Czech Republic,VIE,Austria,277.9244781255485
PRN,Serbia,VIE,Austria,707.5024420834313
RHO,Greece,VIE,Austria,1606.2413008372987
RIX,Latvia,VIE,Austria,1099.0745874585411
ROV,Russia,VIE,Austria,1739.0031746107618
SBZ,Romania,VIE,Austria,626.386126826102
SJJ,Bosnia and Herzegovina,VIE,Austria,495.58230910728605
SKG,Greece,VIE,Austria,984.9730260104435
SKP,Macedonia,VIE,Austria,790.1659110340194
SOF,Bulgaria,VIE,Austria,804.1328861092211
SPU,Croatia,VIE,Austria,508.75128583728997
STR,Germany,GRZ,Austria,500.83012356624033
STR,Germany,VIE,Austria,546.0451435837788
SUF,Italy,VIE,Austria,1023.8758824117394
SZG,Austria,CGN,Germany,544.8365426780231
SZG,Austria,FRA,Germany,408.5645932728196
SZG,Austria,VIE,Austria,267.8319262806348
TBS,Georgia,VIE,Austria,2332.569104793587
TFS,Spain,VIE,Austria,3613.3802417734323
TGD,Montenegro,VIE,Austria,672.9631492888382
TIA,Albania,VIE,Austria,784.7961975444467
TLV,Israel,VIE,Austria,2361.3087613997836
TSE,Kazakhstan,VIE,Austria,3879.835379805658
TXL,Germany,KLU,Austria,662.2794581196705
TXL,Germany,VIE,Austria,546.7038581634993
VAR,Bulgaria,VIE,Austria,1027.5645640403015
VCE,Italy,VIE,Austria,432.2563629420571
VIE,Austria,AMM,Jordan,2448.553029009973
VIE,Austria,AMS,Netherlands,959.479514642743
VIE,Austria,ARN,Sweden,1286.341168912569
VIE,Austria,ATH,Greece,1278.8946470429448
VIE,Austria,AYT,Turkey,1701.9334793226556
VIE,Austria,BCN,Spain,1369.6880011106848
VIE,Austria,BEG,Serbia,464.6536165160492
VIE,Austria,BKK,Thailand,8451.039594654725
VIE,Austria,BLQ,Italy,567.6091201741943
VIE,Austria,BRU,Belgium,924.8848269815314
VIE,Austria,BSL,France,676.6846495106555
VIE,Austria,BUD,Hungary,214.89025621722516
VIE,Austria,CAI,Egypt,2365.385506910377
VIE,Austria,CDG,France,1035.0912784581417
VIE,Austria,CGN,Germany,745.9889511619195
VIE,Austria,CHQ,Greece,1531.3954972543243
VIE,Austria,CLJ,Romania,554.8206604036423
VIE,Austria,CPH,Denmark,876.6409275831495
VIE,Austria,CTA,Italy,1189.7782865304264
VIE,Austria,DBV,Croatia,631.0858673078458
VIE,Austria,DEL,India,5546.00770156694
VIE,Austria,DLM,Turkey,1612.3282042589194
VIE,Austria,DME,Russia,1668.1575984737924
VIE,Austria,DNK,Ukraine,1369.4423848844815
VIE,Austria,DUS,Germany,787.8231750588685
VIE,Austria,DXB,United Arab Emirates,4222.896756980174
VIE,Austria,EBL,Iraq,2594.5098407525657
VIE,Austria,EVN,Armenia,2374.5857093824357
VIE,Austria,FCO,Italy,779.704109590334
VIE,Austria,FLR,Italy,632.6112977947911
VIE,Austria,FNC,Portugal,3264.8720899879877
VIE,Austria,FRA,Germany,620.3131301170058
VIE,Austria,GRZ,Austria,150.59799521271916
VIE,Austria,GVA,Switzerland,816.9195933155853
VIE,Austria,GYD,Azerbaijan,2771.713770620002
VIE,Austria,HAJ,Germany,687.4071722284565
VIE,Austria,HAM,Germany,767.4636458170978
VIE,Austria,HER,Greece,1587.297300059063
VIE,Austria,HRG,Egypt,2764.1150492376205
VIE,Austria,HRK,Ukraine,1447.8628651509061
VIE,Austria,IAD,United States,7165.303978024533
VIE,Austria,IAS,Romania,833.6023275357717
VIE,Austria,IKA,Iran,3161.121832358725
VIE,Austria,INN,Austria,402.3496326662596
VIE,Austria,IST,Turkey,1224.288298900429
VIE,Austria,JFK,United States,6805.034346468803
VIE,Austria,JTR,Greece,1492.1289160239298
VIE,Austria,KBP,Ukraine,1067.6599203771211
VIE,Austria,KIV,Moldova,936.4937831211441
VIE,Austria,KLU,Austria,234.2554065441188
VIE,Austria,KRK,Poland,320.35283402113663
VIE,Austria,KRR,Russia,1754.3990281524905
VIE,Austria,KSC,Slovakia,350.3322684046197
VIE,Austria,LCA,Cyprus,2036.4285665341586
VIE,Austria,LED,Russia,1572.012549814565
VIE,Austria,LEJ,Germany,482.1302554144817
VIE,Austria,LHR,United Kingdom,1275.0608780680084
VIE,Austria,LIS,Portugal,2305.008366784988
VIE,Austria,LJU,Slovenia,263.60965395039136
VIE,Austria,LNZ,Austria,177.1747984887279
VIE,Austria,LPA,Spain,3544.090829202589
VIE,Austria,LUX,Luxembourg,775.9330510640972
VIE,Austria,LWO,Ukraine,571.2180425996459
VIE,Austria,LYS,France,910.960022294425
VIE,Austria,MLA,Malta,1373.2368077699425
VIE,Austria,MSQ,Belarus,1025.1574740147012
VIE,Austria,MUC,Germany,355.2895158036429
VIE,Austria,MXP,Italy,656.374923069937
VIE,Austria,NAP,Italy,823.2841779917254
VIE,Austria,NCE,France,876.1019192506357
VIE,Austria,NRT,Japan,9154.036104091858
VIE,Austria,ODS,Ukraine,1079.1304597516655
VIE,Austria,OLB,Italy,976.726060902866
VIE,Austria,ORD,United States,7566.45558895764
VIE,Austria,OSL,Norway,1381.9510739903717
VIE,Austria,OTP,Romania,828.8877131289803
VIE,Austria,PEK,China,7451.941094651786
VIE,Austria,PMI,Spain,1457.7490867545803
VIE,Austria,PMO,Italy,1139.8059067254537
VIE,Austria,PRG,Czech Republic,277.9244781255485
VIE,Austria,PRN,Serbia,707.5024420834313
VIE,Austria,RHO,Greece,1606.2413008372987
VIE,Austria,RIX,Latvia,1099.0745874585411
VIE,Austria,ROV,Russia,1739.0031746107618
VIE,Austria,SBZ,Romania,626.386126826102
VIE,Austria,SJJ,Bosnia and Herzegovina,495.58230910728605
VIE,Austria,SKG,Greece,984.9730260104435
VIE,Austria,SKP,Macedonia,790.1659110340194
VIE,Austria,SOF,Bulgaria,804.1328861092211
VIE,Austria,SPU,Croatia,508.75128583728997
VIE,Austria,STR,Germany,546.0451435837788
VIE,Austria,SUF,Italy,1023.8758824117394
VIE,Austria,SZG,Austria,267.8319262806348
VIE,Austria,TBS,Georgia,2332.569104793587
VIE,Austria,TFS,Spain,3613.3802417734323
VIE,Austria,TGD,Montenegro,672.9631492888382
VIE,Austria,TIA,Albania,784.7961975444467
VIE,Austria,TLV,Israel,2361.3087613997836
VIE,Austria,TSE,Kazakhstan,3879.835379805658
VIE,Austria,TXL,Germany,546.7038581634993
VIE,Austria,VAR,Bulgaria,1027.5645640403015
VIE,Austria,VCE,Italy,432.2563629420571
VIE,Austria,VKO,Russia,1637.5408767106042
VIE,Austria,VNO,Lithuania,943.1821844013753
VIE,Austria,WAW,Poland,548.9266350019434
VIE,Austria,YYZ,Canada,6948.277850150886
VIE,Austria,ZAG,Croatia,265.9748254837848
VIE,Austria,ZRH,Switzerland,603.216489381341
VKO,Russia,VIE,Austria,1637.5408767106042
VNO,Lithuania,VIE,Austria,943.1821844013753
WAW,Poland,VIE,Austria,548.9266350019434
YYZ,Canada,VIE,Austria,6948.277850150886
ZAG,Croatia,VIE,Austria,265.9748254837848
ZRH,Switzerland,VIE,Austria,603.216489381341
AMS,Netherlands,DBV,Croatia,1480.6978146259303
AMS,Netherlands,ZAG,Croatia,1098.8496819733152
ATH,Greece,DBV,Croatia,704.3287666688072
ATH,Greece,SPU,Croatia,895.4367508997344
BCN,Spain,ZAG,Croatia,1229.4418797536905
BEG,Serbia,SPU,Croatia,350.0297624269513
BLQ,Italy,LIS,Portugal,1807.4271087637026
BLQ,Italy,ZAG,Croatia,398.16843265764226
BRU,Belgium,ZAG,Croatia,1029.0218677458954
BWK,Croatia,ZAG,Croatia,277.48596460759745
CDG,France,DBV,Croatia,1410.2067639093098
CDG,France,SPU,Croatia,1216.7559398473122
CDG,France,ZAG,Croatia,1079.1129219449062
CPH,Denmark,ZAG,Croatia,1123.7167777484776
DBV,Croatia,AMS,Netherlands,1480.6978146259303
DBV,Croatia,ATH,Greece,704.3287666688072
DBV,Croatia,CDG,France,1410.2067639093098
DBV,Croatia,DUS,Germany,1302.637720004775
DBV,Croatia,FCO,Italy,503.85012515194956
DBV,Croatia,FRA,Germany,1114.1391967759532
DBV,Croatia,MUC,Germany,818.184307597084
DBV,Croatia,OSI,Croatia,325.50603945522823
DBV,Croatia,RJK,Croatia,418.2462515150519
DBV,Croatia,TXL,Germany,1172.1756478909977
DBV,Croatia,VCE,Italy,574.9471087961738
DBV,Croatia,VIE,Austria,631.0858673078458
DBV,Croatia,ZAG,Croatia,394.8530546689811
DBV,Croatia,ZRH,Switzerland,937.4632629953851
DUS,Germany,DBV,Croatia,1302.637720004775
DUS,Germany,SPU,Croatia,1119.3173794754373
FCO,Italy,DBV,Croatia,503.85012515194956
FCO,Italy,SPU,Croatia,384.0053330199764
FRA,Germany,DBV,Croatia,1114.1391967759532
FRA,Germany,PUY,Croatia,698.520240685032
FRA,Germany,SPU,Croatia,930.4538276781068
FRA,Germany,ZAD,Croatia,834.3907268156162
FRA,Germany,ZAG,Croatia,734.3522130030817
IST,Turkey,ZAG,Croatia,1135.3422271084075
LGW,United Kingdom,SPU,Croatia,1497.7320835877474
LHR,United Kingdom,RJK,Croatia,1306.9097346861906
LHR,United Kingdom,SPU,Croatia,1531.3489707276149
LHR,United Kingdom,ZAG,Croatia,1367.8870063927975
LIS,Portugal,BLQ,Italy,1807.4271087637026
LYS,France,SPU,Croatia,919.4108928495231
MUC,Germany,DBV,Croatia,818.184307597084
MUC,Germany,SPU,Croatia,638.754089628663
MUC,Germany,ZAD,Croatia,545.6266926672839
MUC,Germany,ZAG,Croatia,435.2781547520547
OSI,Croatia,DBV,Croatia,325.50603945522823
OSI,Croatia,SPU,Croatia,292.29973550148793
OSI,Croatia,ZAG,Croatia,215.52029802804842
PRN,Serbia,ZAG,Croatia,530.1490838680417
PUY,Croatia,FRA,Germany,698.520240685032
PUY,Croatia,ZAD,Croatia,142.7774339026878
PUY,Croatia,ZAG,Croatia,192.58018611627605
RJK,Croatia,LHR,United Kingdom,1306.9097346861906
RJK,Croatia,SPU,Croatia,231.6511205374945
RJK,Croatia,ZAG,Croatia,130.6508246657498
SJJ,Bosnia and Herzegovina,ZAG,Croatia,278.1648379933454
SKP,Macedonia,ZAG,Croatia,612.1116988764744
SPU,Croatia,ATH,Greece,895.4367508997344
SPU,Croatia,BEG,Serbia,350.0297624269513
SPU,Croatia,CDG,France,1216.7559398473122
SPU,Croatia,DBV,Croatia,193.49398440638566
SPU,Croatia,DUS,Germany,1119.3173794754373
SPU,Croatia,FCO,Italy,384.0053330199764
SPU,Croatia,FRA,Germany,930.4538276781068
SPU,Croatia,LGW,United Kingdom,1497.7320835877474
SPU,Croatia,LHR,United Kingdom,1531.3489707276149
SPU,Croatia,LYS,France,919.4108928495231
SPU,Croatia,MUC,Germany,638.754089628663
SPU,Croatia,OSI,Croatia,292.29973550148793
SPU,Croatia,TXL,Germany,1027.482270432045
SPU,Croatia,VIE,Austria,508.75128583728997
SPU,Croatia,ZAG,Croatia,245.7435361106993
SPU,Croatia,ZRH,Switzerland,744.5740878784782
TXL,Germany,DBV,Croatia,1172.1756478909977
TXL,Germany,SPU,Croatia,1027.482270432045
TXL,Germany,ZAG,Croatia,784.3587794605221
VCE,Italy,DBV,Croatia,574.9471087961738
VIE,Austria,DBV,Croatia,631.0858673078458
VIE,Austria,SPU,Croatia,508.75128583728997
VIE,Austria,ZAG,Croatia,265.9748254837848
ZAD,Croatia,FRA,Germany,834.3907268156162
ZAD,Croatia,MUC,Germany,545.6266926672839
ZAD,Croatia,PUY,Croatia,142.7774339026878
ZAD,Croatia,ZAG,Croatia,190.44033111419049
ZAG,Croatia,AMS,Netherlands,1098.8496819733152
ZAG,Croatia,BCN,Spain,1229.4418797536905
ZAG,Croatia,BLQ,Italy,398.16843265764226
ZAG,Croatia,BRU,Belgium,1029.0218677458954
ZAG,Croatia,BWK,Croatia,277.48596460759745
ZAG,Croatia,CDG,France,1079.1129219449062
ZAG,Croatia,CPH,Denmark,1123.7167777484776
ZAG,Croatia,DBV,Croatia,394.8530546689811
ZAG,Croatia,FRA,Germany,734.3522130030817
ZAG,Croatia,IST,Turkey,1135.3422271084075
ZAG,Croatia,LHR,United Kingdom,1367.8870063927975
ZAG,Croatia,MUC,Germany,435.2781547520547
ZAG,Croatia,OSI,Croatia,215.52029802804842
ZAG,Croatia,PRN,Serbia,530.1490838680417
ZAG,Croatia,RJK,Croatia,130.6508246657498
ZAG,Croatia,SJJ,Bosnia and Herzegovina,278.1648379933454
ZAG,Croatia,SKP,Macedonia,612.1116988764744
ZAG,Croatia,SPU,Croatia,245.7435361106993
ZAG,Croatia,TXL,Germany,784.3587794605221
ZAG,Croatia,VIE,Austria,265.9748254837848
ZAG,Croatia,ZAD,Croatia,190.44033111419049
ZAG,Croatia,ZRH,Switzerland,605.2321382968407
ZRH,Switzerland,DBV,Croatia,937.4632629953851
ZRH,Switzerland,SPU,Croatia,744.5740878784782
ZRH,Switzerland,ZAG,Croatia,605.2321382968407
AMS,Netherlands,TLL,Estonia,1471.8831079782954
AMS,Netherlands,VXO,Sweden,820.5351476344645
ARN,Sweden,TLL,Estonia,390.55438224965025
BRU,Belgium,TLL,Estonia,1591.5409596983268
CPH,Denmark,TLL,Estonia,838.9742102725377
KBP,Ukraine,TLL,Estonia,1079.2725490143873
LED,Russia,TLL,Estonia,308.3851791510919
NCE,France,TLL,Estonia,2119.5696621738102
OSL,Norway,TLL,Estonia,774.2363179332069
SPU,Croatia,TLL,Estonia,1857.9239205912336
SVO,Russia,TLL,Estonia,838.1110309895047
TLL,Estonia,AMS,Netherlands,1471.8831079782954
TLL,Estonia,ARN,Sweden,390.55438224965025
TLL,Estonia,BRU,Belgium,1591.5409596983268
TLL,Estonia,CPH,Denmark,838.9742102725377
TLL,Estonia,KBP,Ukraine,1079.2725490143873
TLL,Estonia,LED,Russia,308.3851791510919
TLL,Estonia,NCE,France,2119.5696621738102
TLL,Estonia,OSL,Norway,774.2363179332069
TLL,Estonia,SPU,Croatia,1857.9239205912336
TLL,Estonia,SVO,Russia,838.1110309895047
TLL,Estonia,TRD,Norway,862.8554915568781
TLL,Estonia,VNO,Lithuania,532.1259529149631
TRD,Norway,TLL,Estonia,862.8554915568781
VNO,Lithuania,TLL,Estonia,532.1259529149631
VXO,Sweden,AMS,Netherlands,820.5351476344645
BKK,Thailand,HKG,Hong Kong,1689.3911501352181
CAN,China,DMK,Thailand,1700.8524991470465
DMK,Thailand,CAN,China,1700.8524991470465
DMK,Thailand,HKT,Thailand,691.5696687568284
HKG,Hong Kong,BKK,Thailand,1689.3911501352181
HKT,Thailand,DMK,Thailand,691.5696687568284
AEP,Argentina,PMY,Argentina,1080.131246493207
AEP,Argentina,SLA,Argentina,1275.9691655813324
PMY,Argentina,AEP,Argentina,1080.131246493207
SLA,Argentina,AEP,Argentina,1275.9691655813324
ADD,Ethiopia,NBO,Kenya,1163.6126187686227
AKL,New Zealand,NRT,Japan,8836.318573256256
ALA,Kazakhstan,ICN,South Korea,4172.395713779086
ATL,United States,JFK,United States,1222.0934389187266
ATL,United States,ORD,United States,976.3278291656198
AUH,United Arab Emirates,ICN,South Korea,6837.3193314558475
BKI,Malaysia,ICN,South Korea,3661.12381535255
BKK,Thailand,CEI,Thailand,703.3573400896196
BKK,Thailand,ICN,South Korea,3668.6771222215098
BKK,Thailand,PUS,South Korea,3697.9696124272205
CAN,China,ICN,South Korea,2005.4787591253648
CAN,China,PUS,South Korea,1999.7546784586834
CDG,France,ICN,South Korea,8926.606102726784
CEB,Philippines,ICN,South Korea,3030.358003394271
CEI,Thailand,BKK,Thailand,703.3573400896196
CGK,Indonesia,ICN,South Korea,5264.323366451558
CGQ,China,ICN,South Korea,728.6345531406253
CJJ,South Korea,CJU,South Korea,368.0026581560592
CJJ,South Korea,PEK,China,1021.0668385778212
CJU,South Korea,CJJ,South Korea,368.0026581560592
CJU,South Korea,FUK,Japan,366.86708841068923
CJU,South Korea,GMP,South Korea,450.81229720451506
CJU,South Korea,HIN,South Korea,227.5697725549067
CJU,South Korea,ICN,South Korea,440.1038937002536
CJU,South Korea,KPO,South Korea,383.8501380144405
CJU,South Korea,KWJ,South Korea,181.51431816608022
CJU,South Korea,MWX,South Korea,164.8916053911828
CJU,South Korea,PUS,South Korea,291.1790389461818
CJU,South Korea,TAE,South Korea,330.78849379085744
CKG,China,ICN,South Korea,2021.5556615350688
CPT,South Africa,JNB,South Africa,1271.0680698639783
CRK,Philippines,ICN,South Korea,2544.872079052249
CSX,China,ICN,South Korea,1607.3457841796999
CTU,China,HFE,China,1276.3104564004
CTU,China,ICN,South Korea,2204.20841906803
DAD,Vietnam,ICN,South Korea,2980.967851295825
DEL,India,HKG,Hong Kong,3746.397807899661
DEL,India,ICN,South Korea,4652.473441321587
DLC,China,ICN,South Korea,460.182220855117
DOH,Qatar,ICN,South Korea,7052.49543334414
DPS,Indonesia,ICN,South Korea,5271.628571625369
FRA,Germany,ICN,South Korea,8543.151459443097
FUK,Japan,CJU,South Korea,366.86708841068923
FUK,Japan,ICN,South Korea,563.3190334057522
FUK,Japan,PUS,South Korea,225.10956312766638
GMP,South Korea,CJU,South Korea,450.81229720451506
GMP,South Korea,HND,Japan,1180.4147603404535
GMP,South Korea,KIX,Japan,835.954122545879
GMP,South Korea,KPO,South Korea,292.1043269191639
GMP,South Korea,KWJ,South Korea,270.77685752770947
GMP,South Korea,PEK,China,926.9579891711427
GMP,South Korea,PUS,South Korea,326.96204292338746
GMP,South Korea,RSU,South Korea,310.9626336371436
GMP,South Korea,SHA,China,866.1026419552281
GMP,South Korea,USN,South Korea,316.2504504550673
HAN,Vietnam,ICN,South Korea,2684.1830528523865
HFE,China,ICN,South Korea,1048.6783744577301
HGH,China,ICN,South Korea,977.6182589323839
HGH,China,PUS,South Korea,966.8841246675612
HIJ,Japan,ICN,South Korea,672.5860515618014
HIN,South Korea,CJU,South Korea,227.5697725549067
HKG,Hong Kong,DEL,India,3746.397807899661
HKG,Hong Kong,ICN,South Korea,2069.7283105905167
HKT,Thailand,ICN,South Korea,4320.300496318587
HND,Japan,GMP,South Korea,1180.4147603404535
HND,Japan,ICN,South Korea,1209.0790512017866
HNL,United States,ICN,South Korea,7352.754308343005
HRB,China,ICN,South Korea,906.8702683632108
ICN,South Korea,ALA,Kazakhstan,4172.395713779086
ICN,South Korea,AUH,United Arab Emirates,6837.3193314558475
ICN,South Korea,BKI,Malaysia,3661.12381535255
ICN,South Korea,BKK,Thailand,3668.6771222215098
ICN,South Korea,CAN,China,2005.4787591253648
ICN,South Korea,CDG,France,8926.606102726784
ICN,South Korea,CEB,Philippines,3030.358003394271
ICN,South Korea,CGK,Indonesia,5264.323366451558
ICN,South Korea,CGQ,China,728.6345531406253
ICN,South Korea,CJU,South Korea,440.1038937002536
ICN,South Korea,CKG,China,2021.5556615350688
ICN,South Korea,CRK,Philippines,2544.872079052249
ICN,South Korea,CSX,China,1607.3457841796999
ICN,South Korea,CTU,China,2204.20841906803
ICN,South Korea,DAD,Vietnam,2980.967851295825
ICN,South Korea,DEL,India,4652.473441321587
ICN,South Korea,DLC,China,460.182220855117
ICN,South Korea,DOH,Qatar,7052.49543334414
ICN,South Korea,DPS,Indonesia,5271.628571625369
ICN,South Korea,FRA,Germany,8543.151459443097
ICN,South Korea,FUK,Japan,563.3190334057522
ICN,South Korea,HAN,Vietnam,2684.1830528523865
ICN,South Korea,HGH,China,977.6182589323839
ICN,South Korea,HIJ,Japan,672.5860515618014
ICN,South Korea,HKG,Hong Kong,2069.7283105905167
ICN,South Korea,HKT,Thailand,4320.300496318587
ICN,South Korea,HND,Japan,1209.0790512017866
ICN,South Korea,HNL,United States,7352.754308343005
ICN,South Korea,HRB,China,906.8702683632108
ICN,South Korea,IST,Turkey,7922.9566130484645
ICN,South Korea,JFK,United States,11088.790427345752
ICN,South Korea,KHH,Taiwan,1755.8700048300145
ICN,South Korea,KHN,China,1369.2515512621192
ICN,South Korea,KHV,Russia,1418.055504581527
ICN,South Korea,KIX,Japan,860.2968606458843
ICN,South Korea,KMI,Japan,771.4134170560873
ICN,South Korea,KMJ,Japan,652.1703114330232
ICN,South Korea,KWL,China,2064.178417726353
ICN,South Korea,LAX,United States,9625.473179444385
ICN,South Korea,LHR,United Kingdom,8861.232489207725
ICN,South Korea,LJG,China,2732.3710638306934
ICN,South Korea,MFM,Macau,2102.6427136282095
ICN,South Korea,MNL,Philippines,2608.84937690608
ICN,South Korea,MYJ,Japan,694.5796378221938
ICN,South Korea,NGB,China,966.7683072852776
ICN,South Korea,NGO,Japan,973.1496110768027
ICN,South Korea,NKG,China,941.6795847021253
ICN,South Korea,NRT,Japan,1256.849280545832
ICN,South Korea,OKA,Japan,1258.5717370967707
ICN,South Korea,ORD,United States,10519.070505642158
ICN,South Korea,PEK,China,902.6115904271389
ICN,South Korea,PNH,Cambodia,3597.7646181789705
ICN,South Korea,PVG,China,822.4251773395415
ICN,South Korea,REP,Cambodia,3490.322943921864
ICN,South Korea,RGN,Burma,3741.677494084539
ICN,South Korea,ROR,Palau,3445.44848961788
ICN,South Korea,SDJ,Japan,1271.820205305641
ICN,South Korea,SEA,United States,8373.342960148582
ICN,South Korea,SFO,United States,9085.265620185986
ICN,South Korea,SGN,Vietnam,3562.6896673586075
ICN,South Korea,SIN,Singapore,4627.37497363808
ICN,South Korea,SPN,Northern Mariana Islands,3127.448965847463
ICN,South Korea,SYD,Australia,8342.75325363326
ICN,South Korea,SZX,China,2044.7538138132363
ICN,South Korea,TAK,Japan,771.640599863648
ICN,South Korea,TAO,China,556.7906002477667
ICN,South Korea,TAS,Uzbekistan,4843.77905982037
ICN,South Korea,TNA,China,820.8337347408085
ICN,South Korea,TOY,Japan,956.5894134262709
ICN,South Korea,TPE,Taiwan,1463.6790460820575
ICN,South Korea,TSN,China,815.2158606098094
ICN,South Korea,TXN,China,1146.1368840692696
ICN,South Korea,UBJ,Japan,587.1482729652433
ICN,South Korea,UUS,Russia,1695.3776613914117
ICN,South Korea,VVO,Russia,816.4098808716832
ICN,South Korea,XIY,China,1625.4612399233129
ICN,South Korea,YGJ,Japan,645.0343719984764
ICN,South Korea,YNJ,China,653.5914758101237
ICN,South Korea,YNT,China,448.4486329472772
ICN,South Korea,YVR,Canada,8199.719486656042
IST,Turkey,ICN,South Korea,7922.9566130484645
IST,Turkey,MUC,Germany,1547.5671340097276
IST,Turkey,NBO,Kenya,4807.745264003867
IST,Turkey,VIE,Austria,1224.288298900429
IST,Turkey,ZRH,Switzerland,1740.5693568961549
JFK,United States,ICN,South Korea,11088.790427345752
JNB,South Africa,CPT,South Africa,1271.0680698639783
JNB,South Africa,SIN,Singapore,8655.907806243404
KHH,Taiwan,ICN,South Korea,1755.8700048300145
KHN,China,ICN,South Korea,1369.2515512621192
KHV,Russia,ICN,South Korea,1418.055504581527
KIX,Japan,GMP,South Korea,835.954122545879
KIX,Japan,ICN,South Korea,860.2968606458843
KIX,Japan,PUS,South Korea,581.701876520255
KIX,Japan,SPN,Northern Mariana Islands,2390.0049565421677
KMI,Japan,ICN,South Korea,771.4134170560873
KMJ,Japan,ICN,South Korea,652.1703114330232
KPO,South Korea,CJU,South Korea,383.8501380144405
KPO,South Korea,GMP,South Korea,292.1043269191639
KWJ,South Korea,CJU,South Korea,181.51431816608022
KWJ,South Korea,GMP,South Korea,270.77685752770947
KWL,China,ICN,South Korea,2064.178417726353
KWL,China,PUS,South Korea,2121.631310578644
LAX,United States,ICN,South Korea,9625.473179444385
LAX,United States,MSY,United States,2682.8549846796195
LHR,United Kingdom,ICN,South Korea,8861.232489207725
LJG,China,ICN,South Korea,2732.3710638306934
MFM,Macau,ICN,South Korea,2102.6427136282095
MNL,Philippines,ICN,South Korea,2608.84937690608
MNL,Philippines,PUS,South Korea,2431.0108414196384
MSY,United States,LAX,United States,2682.8549846796195
MUC,Germany,IST,Turkey,1547.5671340097276
MWX,South Korea,CJU,South Korea,164.8916053911828
MWX,South Korea,PEK,China,1031.7414041059103
MYJ,Japan,ICN,South Korea,694.5796378221938
NBO,Kenya,ADD,Ethiopia,1163.6126187686227
NBO,Kenya,IST,Turkey,4807.745264003867
NGB,China,ICN,South Korea,966.7683072852776
NGO,Japan,ICN,South Korea,973.1496110768027
NKG,China,ICN,South Korea,941.6795847021253
NRT,Japan,AKL,New Zealand,8836.318573256256
NRT,Japan,ICN,South Korea,1256.849280545832
NRT,Japan,PUS,South Korea,1038.1435576571134
OKA,Japan,ICN,South Korea,1258.5717370967707
OKA,Japan,PUS,South Korea,1006.5206021388295
ORD,United States,ATL,United States,976.3278291656198
ORD,United States,ICN,South Korea,10519.070505642158
PEK,China,CJJ,South Korea,1021.0668385778212
PEK,China,GMP,South Korea,926.9579891711427
PEK,China,ICN,South Korea,902.6115904271389
PEK,China,MWX,South Korea,1031.7414041059103
PEK,China,PUS,South Korea,1215.1654782002572
PNH,Cambodia,ICN,South Korea,3597.7646181789705
PUS,South Korea,BKK,Thailand,3697.9696124272205
PUS,South Korea,CAN,China,1999.7546784586834
PUS,South Korea,CJU,South Korea,291.1790389461818
PUS,South Korea,FUK,Japan,225.10956312766638
PUS,South Korea,GMP,South Korea,326.96204292338746
PUS,South Korea,HGH,China,966.8841246675612
PUS,South Korea,KIX,Japan,581.701876520255
PUS,South Korea,KWL,China,2121.631310578644
PUS,South Korea,MNL,Philippines,2431.0108414196384
PUS,South Korea,NRT,Japan,1038.1435576571134
PUS,South Korea,OKA,Japan,1006.5206021388295
PUS,South Korea,PEK,China,1215.1654782002572
PUS,South Korea,PVG,China,801.0567898262299
PUS,South Korea,SHE,China,860.9202818654265
PUS,South Korea,SPN,Northern Mariana Islands,2789.1822395492886
PUS,South Korea,TAO,China,782.2171858327148
PUS,South Korea,TXN,China,1169.929407208348
PVG,China,ICN,South Korea,822.4251773395415
PVG,China,PUS,South Korea,801.0567898262299
REP,Cambodia,ICN,South Korea,3490.322943921864
